marker_offset_hex,tag,next_marker_hex,span_len,clear_count,path_count,first_path_or_clear
0x8b0d,n,0x8b2e,33,0,0,
0x8b2e,l,0x8bb2,132,0,0,
0x8bb2,n,0x8bd3,33,1,0,";B;"""
0x8bd3,l,0x8c16,67,1,0,=X@ql
0x8c16,n,0x8c35,31,0,0,
0x8c35,l,0x8c5e,41,0,0,
0x8c5e,n,0x8c9f,65,0,0,
0x8c9f,l,0x8cde,63,1,1,>-\Nl
0x8cde,l,0x8cfc,30,0,0,
0x8cfc,l,0x8d1c,32,0,0,
0x8d1c,l,0x8d5b,63,0,0,
0x8d5b,n,0x8d7f,36,0,0,
0x8d7f,l,0x8dc5,70,0,0,
0x8dc5,n,0x8ddf,26,0,0,
0x8ddf,n,0x8dff,32,0,0,
0x8dff,l,0x8e29,42,0,0,
0x8e29,n,0x8e4e,37,0,0,
0x8e4e,l,0x8e6f,33,0,0,
0x8e6f,n,0x8f09,154,0,0,
0x8f09,n,0x8f7c,115,2,1,\FMV\CHALL02.PSS
0x8f7c,l,0x8fc0,68,1,1,\TNG\DATAPSM\COURSE\TURKEY_S2\TREE-TGA.GXI
0x8fc0,l,0x8fe6,38,0,0,
0x8fe6,l,0x9019,51,0,0,
0x9019,o,0x9044,43,0,0,
0x9044,n,0x9069,37,0,0,
0x9069,l,0x90b6,77,0,0,
0x90b6,l,0x90e7,49,1,1,MISC\CLOTHBALLGXM(0
0x90e7,o,0x9108,33,0,0,
0x9108,l,0x912c,36,0,0,
0x912c,l,0x9154,40,0,0,
0x9154,n,0x9173,31,0,0,
0x9173,l,0x9198,37,0,0,
0x9198,l,0x91b5,29,0,0,
0x91b5,l,0x91e4,47,0,0,
0x91e4,l,0x9202,30,0,0,
0x9202,l,0x922d,43,0,0,
0x922d,n,0x9252,37,0,0,
0x9252,n,0x926c,26,0,0,
0x926c,l,0x9292,38,0,0,
0x9292,l,0x92b2,32,0,0,
0x92b2,o,0x92cd,27,0,0,
0x92cd,o,0x92eb,30,1,0,nE^$
0x92eb,n,0x930e,35,0,0,
0x930e,l,0x9334,38,0,0,
0x9334,o,0x935f,43,0,0,
0x935f,l,0x9382,35,1,0,3jE)&
0x9382,l,0x93ca,72,0,0,
0x93ca,n,0x93ed,35,0,0,
0x93ed,n,0x940a,29,0,0,
0x940a,l,0x942d,35,0,0,
0x942d,l,0x94a8,123,1,1,7>N\_n
0x94a8,l,0x94d3,43,0,0,
0x94d3,l,0x94f8,37,0,0,
0x94f8,l,0x9533,59,0,0,
0x9533,l,0x957e,75,0,0,
0x957e,n,0x9596,24,0,0,
0x9596,n,0x95b4,30,0,0,
0x95b4,l,0x95d7,35,0,0,
0x95d7,n,0x961a,67,1,0,"HGl,l"
0x961a,l,0x9636,28,1,0,"z>H,"
0x9636,l,0x9655,31,0,0,
0x9655,l,0x9673,30,0,0,
0x9673,l,0x96ad,58,0,0,
0x96ad,l,0x96f2,69,0,0,
0x96f2,l,0x9761,111,0,0,
0x9761,l,0x9781,32,0,0,
0x9781,l,0x97c1,64,0,0,
0x97c1,l,0x97ea,41,0,0,
0x97ea,l,0x9809,31,0,0,
0x9809,n,0x9824,27,0,0,
0x9824,n,0x9845,33,1,0,tEl<
0x9845,l,0x9866,33,0,0,
0x9866,l,0x98a8,66,1,1,\TRAINTRA)
0x98a8,l,0x98c6,30,1,1,18.PSB
0x98c6,l,0x98ff,57,0,0,
0x98ff,n,0x9937,56,0,0,
0x9937,l,0x997f,72,0,0,
0x997f,l,0x99be,63,0,0,
0x99be,n,0x99dd,31,1,0,JD%.
0x99dd,n,0x9a17,58,0,0,
0x9a17,l,0x9a40,41,0,0,
0x9a40,n,0x9a94,84,0,0,
0x9a94,l,0x9ab1,29,0,0,
0x9ab1,l,0x9ad6,37,0,0,
0x9ad6,l,0x9b1d,71,0,0,
0x9b1d,l,0x9b41,36,0,0,
0x9b41,l,0x9b6a,41,0,0,
0x9b6a,l,0x9b8b,33,0,0,
0x9b8b,n,0x9ba4,25,0,0,
0x9ba4,n,0x9bf5,81,1,1,?>\%l
0x9bf5,l,0x9c15,32,0,0,
0x9c15,l,0x9c37,34,1,0,VFC26
0x9c37,l,0x9c56,31,0,0,
0x9c56,l,0x9c7f,41,0,0,
0x9c7f,l,0x9cc3,68,0,0,
0x9cc3,n,0x9ce0,29,0,0,
0x9ce0,n,0x9d00,32,0,0,
0x9d00,n,0x9d3b,59,0,0,
0x9d3b,l,0x9d62,39,0,0,
0x9d62,l,0x9dd7,117,0,0,
0x9dd7,l,0x9dfc,37,0,0,
0x9dfc,l,0x9e1f,35,0,0,
0x9e1f,l,0x9e8d,110,1,1,10\x
0x9e8d,l,0x9eb0,35,0,0,
0x9eb0,n,0x9ecb,27,0,0,
0x9ecb,l,0x9eec,33,1,0,"ARROW""4|y"
0x9eec,l,0x9f3c,80,1,1,\DATAPSM\COURSE\ITALY_W1\TFRONT-TGA.GXI
0x9f3c,l,0x9f7c,64,0,0,
0x9f7c,l,0x9fad,49,1,1,VEHICLES\JUMP\WHEEL.PSM
0x9fad,l,0x9fd5,40,0,0,
0x9fd5,l,0xa023,78,0,0,
0xa023,l,0xa046,35,0,0,
0xa046,l,0xa06d,39,0,0,
0xa06d,o,0xa091,36,0,0,
0xa091,l,0xa0da,73,1,1,A=\El
0xa0da,l,0xa0fe,36,2,1,ICONS\MC|
0xa0fe,l,0xa138,58,0,0,
0xa138,l,0xa160,40,0,0,
0xa160,l,0xa1b4,84,0,0,
0xa1b4,l,0xa1d6,34,0,0,
0xa1d6,l,0xa207,49,0,0,
0xa207,l,0xa22c,37,0,0,
0xa22c,l,0xa24c,32,0,0,
0xa24c,l,0xa2b4,104,0,0,
0xa2b4,l,0xa2dc,40,0,0,
0xa2dc,l,0xa302,38,0,0,
0xa302,l,0xa325,35,0,0,
0xa325,l,0xa349,36,1,1,.PSB
0xa349,n,0xa36b,34,0,0,
0xa36b,l,0xa390,37,0,0,
0xa390,n,0xa3ad,29,0,0,
0xa3ad,l,0xa3d1,36,0,0,
0xa3d1,l,0xa461,144,0,0,
0xa461,n,0xa47a,25,0,0,
0xa47a,l,0xa49d,35,0,0,
0xa49d,o,0xa4d1,52,0,0,
0xa4d1,l,0xa4f4,35,0,0,
0xa4f4,n,0xa513,31,0,0,
0xa513,n,0xa535,34,0,0,
0xa535,n,0xa555,32,1,0,%N*@R=
0xa555,l,0xa578,35,0,0,
0xa578,l,0xa59b,35,0,0,
0xa59b,l,0xa5b8,29,0,0,
0xa5b8,l,0xa5e6,46,0,0,
0xa5e6,l,0xa63f,89,0,0,
0xa63f,l,0xa662,35,0,0,
0xa662,l,0xa69d,59,0,0,
0xa69d,o,0xa6bc,31,1,0,f_i/
0xa6bc,l,0xa6df,35,0,0,
0xa6df,l,0xa703,36,0,0,
0xa703,n,0xa721,30,0,0,
0xa721,l,0xa745,36,0,0,
0xa745,l,0xa7b5,112,1,0,FlGl
0xa7b5,n,0xa82c,119,1,1,>Y\Ql
0xa82c,o,0xa880,84,1,1,LANGUAGE.XML
0xa880,l,0xa8a4,36,0,0,
0xa8a4,l,0xa8f1,77,0,0,
0xa8f1,n,0xa90f,30,0,0,
0xa90f,l,0xa94f,64,1,0,0.DAT
0xa94f,l,0xa976,39,0,0,
0xa976,l,0xa998,34,0,0,
0xa998,l,0xa9ba,34,0,0,
0xa9ba,l,0xa9de,36,0,0,
0xa9de,l,0xa9fd,31,0,0,
0xa9fd,n,0xaa21,36,0,0,
0xaa21,l,0xaa65,68,0,0,
0xaa65,l,0xaaee,137,1,0,"D""<0l"
0xaaee,l,0xab0e,32,0,0,
0xab0e,l,0xab2e,32,0,0,
0xab2e,l,0xab55,39,1,0,zAQ=
0xab55,l,0xabc9,116,2,1,Dk\ll
0xabc9,n,0xabe4,27,0,0,
0xabe4,n,0xac08,36,0,0,
0xac08,l,0xac2d,37,0,0,
0xac2d,l,0xac69,60,1,0,ZS?8)
0xac69,l,0xac8b,34,0,0,
0xac8b,l,0xacb3,40,0,0,
0xacb3,l,0xacda,39,0,0,
0xacda,l,0xad19,63,1,0,"(""MDa&"
0xad19,l,0xad39,32,0,0,
0xad39,l,0xadb3,122,0,0,
0xadb3,l,0xadcf,28,0,0,
0xadcf,n,0xadee,31,0,0,
0xadee,n,0xae27,57,0,0,
0xae27,l,0xae67,64,0,0,
0xae67,l,0xaea6,63,0,0,
0xaea6,n,0xaf35,143,2,1,\TNG\DATAPSM\COURSE\ITALY_S2\DRUM2-TGA.GXI
0xaf35,l,0xaf62,45,0,0,
0xaf62,l,0xaf8d,43,0,0,
0xaf8d,l,0xafbb,46,1,0,Et>|?
0xafbb,l,0xafe4,41,0,0,
0xafe4,o,0xb00d,41,0,0,
0xb00d,l,0xb02a,29,0,0,
0xb02a,l,0xb058,46,0,0,
0xb058,l,0xb07d,37,0,0,
0xb07d,l,0xb0a8,43,0,0,
0xb0a8,l,0xb0cf,39,1,0,CFb=
0xb0cf,l,0xb0fc,45,1,0,",A?&"
0xb0fc,l,0xb122,38,0,0,
0xb122,l,0xb1bb,153,3,1,"=,\mo"
0xb1bb,l,0xb1da,31,0,0,
0xb1da,l,0xb1fc,34,0,0,
0xb1fc,o,0xb21b,31,0,0,
0xb21b,l,0xb240,37,0,0,
0xb240,l,0xb25f,31,0,0,
0xb25f,n,0xb2aa,75,1,1,1.CFL
0xb2aa,o,0xb2c3,25,0,0,
0xb2c3,l,0xb2fc,57,0,0,
0xb2fc,n,0xb31b,31,0,0,
0xb31b,o,0xb341,38,0,0,
0xb341,l,0xb395,84,0,0,
0xb395,l,0xb3be,41,1,1,HUD\PACENOTES.PSB
0xb3be,l,0xb401,67,0,0,
0xb401,n,0xb41d,28,0,0,
0xb41d,n,0xb43a,29,0,0,
0xb43a,l,0xb47b,65,1,1,VEHICLES\JUMP
0xb47b,l,0xb4d1,86,0,0,
0xb4d1,l,0xb4f9,40,0,0,
0xb4f9,n,0xb518,31,0,0,
0xb518,n,0xb541,41,0,0,
0xb541,n,0xb560,31,0,0,
0xb560,l,0xb583,35,0,0,
0xb583,l,0xb59f,28,0,0,
0xb59f,n,0xb5c6,39,0,0,
0xb5c6,l,0xb5e2,28,0,0,
0xb5e2,l,0xb601,31,0,0,
0xb601,l,0xb646,69,1,1,M1\WHE*
0xb646,l,0xb68f,73,1,1,\CAR.PSM
0xb68f,l,0xb6ae,31,0,0,
0xb6ae,l,0xb6cd,31,0,0,
0xb6cd,n,0xb6e7,26,0,0,
0xb6e7,n,0xb701,26,0,0,
0xb701,n,0xb748,71,0,0,
0xb748,l,0xb769,33,0,0,
0xb769,n,0xb786,29,0,0,
0xb786,l,0xb7a1,27,0,0,
0xb7a1,l,0xb7c8,39,0,0,
0xb7c8,l,0xb85f,151,2,1,SMALLCARS\'$
0xb85f,l,0xb87d,30,0,0,
0xb87d,l,0xb8a1,36,0,0,
0xb8a1,n,0xb929,136,1,1,M1.BSP
0xb929,n,0xb97d,84,0,0,
0xb97d,l,0xb9ec,111,1,1,M.XML
0xb9ec,l,0xba55,105,0,0,
0xba55,l,0xbaac,87,0,0,
0xbaac,l,0xbac6,26,0,0,
0xbac6,l,0xbb01,59,1,0,%@56
0xbb01,n,0xbb54,83,2,0,"@"",Ll"
0xbb54,l,0xbba7,83,1,0, |_n
0xbba7,l,0xbbe9,66,0,0,
0xbbe9,l,0xbc36,77,0,0,
0xbc36,n,0xbc52,28,0,0,
0xbc52,l,0xbc73,33,0,0,
0xbc73,n,0xbc92,31,0,0,
0xbc92,l,0xbcb2,32,0,0,
0xbcb2,l,0xbd14,98,0,0,
0xbd14,n,0xbd50,60,0,0,
0xbd50,l,0xbda0,80,1,1,S\PS2l
0xbda0,l,0xbdee,78,0,0,
0xbdee,l,0xbe18,42,0,0,
0xbe18,l,0xbe31,25,0,0,
0xbe31,n,0xbe50,31,0,0,
0xbe50,n,0xbe6a,26,0,0,
0xbe6a,l,0xbed3,105,1,1,_S2.BSP
0xbed3,l,0xbf1b,72,1,1,\TNG\DATAPSM\COURSE\ITALY_M1_FLIP\WATER-TGA.GXI
0xbf1b,l,0xbf47,44,0,0,
0xbf47,l,0xbf6c,37,0,0,
0xbf6c,l,0xbf94,40,0,0,
0xbf94,l,0xbfbc,40,0,0,
0xbfbc,l,0xbfe7,43,0,0,
0xbfe7,o,0xc026,63,1,1,SCREENS\PS2\RACERESULTS.XML
0xc026,l,0xc0d0,170,3,2,SHEET.PSB
0xc0d0,l,0xc10a,58,1,0,M?C<
0xc10a,l,0xc137,45,0,0,
0xc137,o,0xc157,32,0,0,
0xc157,l,0xc171,26,0,0,
0xc171,l,0xc195,36,0,0,
0xc195,l,0xc1ca,53,1,1,COMMl\
0xc1ca,l,0xc1ed,35,0,0,
0xc1ed,l,0xc219,44,1,1,10\x
0xc219,l,0xc23c,35,0,0,
0xc23c,o,0xc2b2,118,2,0,%E|kl
0xc2b2,l,0xc2d4,34,0,0,
0xc2d4,l,0xc2f3,31,0,0,
0xc2f3,n,0xc30e,27,0,0,
0xc30e,l,0xc332,36,0,0,
0xc332,l,0xc358,38,0,0,
0xc358,l,0xc39e,70,0,0,
0xc39e,n,0xc3c3,37,0,0,
0xc3c3,l,0xc40b,72,0,0,
0xc40b,l,0xc49c,145,2,0,=(@{l
0xc49c,l,0xc4be,34,1,0,",>7)"
0xc4be,l,0xc4e5,39,0,0,
0xc4e5,n,0xc52f,74,0,0,
0xc52f,l,0xc55a,43,0,0,
0xc55a,n,0xc570,22,0,0,
0xc570,l,0xc590,32,0,0,
0xc590,l,0xc5b5,37,0,0,
0xc5b5,l,0xc620,107,1,1,VEHICLES\SIMMBUGGHINI
0xc620,l,0xc644,36,0,0,
0xc644,l,0xc668,36,0,0,
0xc668,o,0xc684,28,0,0,
0xc684,o,0xc6a4,32,0,0,
0xc6a4,l,0xc6c7,35,1,0,n?Bh>
0xc6c7,l,0xc736,111,1,1,TANK\CAR.PSM
0xc736,n,0xc753,29,0,0,
0xc753,l,0xc7fe,171,2,2,?;GD\gn
0xc7fe,l,0xc81d,31,0,0,
0xc81d,l,0xc844,39,0,0,
0xc844,n,0xc87a,54,1,1,C*\=l
0xc87a,l,0xc89f,37,0,0,
0xc89f,l,0xc8bf,32,0,0,
0xc8bf,l,0xc8fa,59,1,1,En\%n
0xc8fa,l,0xc95b,97,0,0,
0xc95b,n,0xc9a4,73,0,0,
0xc9a4,l,0xc9e9,69,0,0,
0xc9e9,n,0xca02,25,0,0,
0xca02,n,0xca21,31,1,0,CF77
0xca21,l,0xca66,69,0,0,
0xca66,n,0xca9a,52,0,0,
0xca9a,l,0xcabb,33,0,0,
0xcabb,l,0xcae1,38,0,0,
0xcae1,l,0xcb01,32,0,0,
0xcb01,l,0xcb28,39,0,0,
0xcb28,l,0xcb50,40,1,0,STICKER2)
0xcb50,l,0xcb70,32,0,0,
0xcb70,l,0xcb94,36,0,0,
0xcb94,n,0xcbae,26,0,0,
0xcbae,l,0xcbd1,35,0,0,
0xcbd1,l,0xcbf8,39,0,0,
0xcbf8,l,0xcc16,30,0,0,
0xcc16,l,0xcc75,95,1,1,iib}AGb\4l
0xcc75,l,0xcc9b,38,0,0,
0xcc9b,l,0xcd1f,132,1,0,oEz;
0xcd1f,l,0xcd84,101,1,0,xHG3?
0xcd84,n,0xcda6,34,0,0,
0xcda6,l,0xcdd2,44,0,0,
0xcdd2,l,0xce07,53,0,0,
0xce07,l,0xce28,33,0,0,
0xce28,l,0xce52,42,0,0,
0xce52,n,0xce72,32,0,0,
0xce72,n,0xce90,30,0,0,
0xce90,l,0xceb8,40,0,0,
0xceb8,l,0xcf0c,84,1,1,"""\DATAPSM\COMMONTEXTURES\SIDERED2-TGA.GXI"
0xcf0c,l,0xcf4d,65,0,0,
0xcf4d,l,0xcf89,60,0,0,
0xcf89,l,0xcfac,35,0,0,
0xcfac,l,0xcfd3,39,0,0,
0xcfd3,l,0xd019,70,2,1,.PSM
0xd019,l,0xd03e,37,0,0,
0xd03e,l,0xd067,41,0,0,
0xd067,l,0xd093,44,0,0,
0xd093,l,0xd132,159,2,2,FMV\INV1.PSS
0xd132,o,0xd178,70,0,0,
0xd178,l,0xd197,31,0,0,
0xd197,l,0xd1c1,42,0,0,
0xd1c1,n,0xd1e5,36,0,0,
0xd1e5,n,0xd204,31,0,0,
0xd204,l,0xd22a,38,0,0,
0xd22a,l,0xd245,27,0,0,
0xd245,l,0xd269,36,0,0,
0xd269,l,0xd28d,36,0,0,
0xd28d,n,0xd2bc,47,1,0,BFn=
0xd2bc,l,0xd2e9,45,0,0,
0xd2e9,l,0xd309,32,0,0,
0xd309,l,0xd351,72,0,0,
0xd351,l,0xd37c,43,0,0,
0xd37c,l,0xd39a,30,0,0,
0xd39a,l,0xd3be,36,0,0,
0xd3be,l,0xd417,89,0,0,
0xd417,o,0xd432,27,0,0,
0xd432,l,0xd462,48,0,0,
0xd462,n,0xd484,34,0,0,
0xd484,l,0xd4a1,29,0,0,
0xd4a1,l,0xd4c5,36,0,0,
0xd4c5,l,0xd515,80,0,0,
0xd515,l,0xd542,45,1,0,"!E,>"
0xd542,o,0xd560,30,1,0,oE'>
0xd560,l,0xd58d,45,0,0,
0xd58d,l,0xd5ab,30,0,0,
0xd5ab,l,0xd5cb,32,0,0,
0xd5cb,o,0xd5e9,30,0,0,
0xd5e9,n,0xd606,29,0,0,
0xd606,n,0xd621,27,0,0,
0xd621,l,0xd647,38,0,0,
0xd647,l,0xd688,65,0,0,
0xd688,n,0xd6a2,26,0,0,
0xd6a2,l,0xd6e8,70,0,0,
0xd6e8,l,0xd72d,69,0,0,
0xd72d,l,0xd7a5,120,0,0,
0xd7a5,l,0xd7ca,37,0,0,
0xd7ca,l,0xd7f1,39,0,0,
0xd7f1,l,0xd825,52,0,0,
0xd825,l,0xd85e,57,1,0,BRUNO
0xd85e,l,0xd8c8,106,0,0,
0xd8c8,n,0xd8e5,29,0,0,
0xd8e5,l,0xd902,29,0,0,
0xd902,n,0xd93f,61,1,0,;k3>#6
0xd93f,l,0xd95a,27,0,0,
0xd95a,n,0xd989,47,2,0,"M""<%"
0xd989,l,0xd9ac,35,0,0,
0xd9ac,l,0xda02,86,2,1,ICKRACE.XML
0xda02,l,0xda24,34,0,0,
0xda24,n,0xda3f,27,0,0,
0xda3f,n,0xda64,37,1,0,IC21
0xda64,l,0xda88,36,0,0,
0xda88,l,0xdaa9,33,1,1,W\NOIS)
0xdaa9,l,0xdac6,29,0,0,
0xdac6,l,0xdb15,79,0,0,
0xdb15,l,0xdb33,30,0,0,
0xdb33,l,0xdb9b,104,1,0,"9G""L[l"
0xdb9b,n,0xdbd5,58,0,0,
0xdbd5,l,0xdc11,60,0,0,
0xdc11,l,0xdc38,39,1,0,IGG&
0xdc38,n,0xdc71,57,1,0,Fl}l
0xdc71,l,0xdc94,35,0,0,
0xdc94,l,0xdcb6,34,0,0,
0xdcb6,l,0xdcda,36,0,0,
0xdcda,l,0xdd01,39,0,0,
0xdd01,l,0xdd3e,61,0,0,
0xdd3e,n,0xdda1,99,2,1,LE%\[$ @t
0xdda1,n,0xddbd,28,0,0,
0xddbd,n,0xddde,33,0,0,
0xddde,n,0xde1b,61,0,0,
0xde1b,l,0xde66,75,0,0,
0xde66,l,0xdee6,128,1,1,_058.GXI
0xdee6,l,0xdf22,60,1,0,ii#b(@e&
0xdf22,l,0xdf45,35,0,0,
0xdf45,l,0xdf92,77,1,1,VEHICLES\KIASPORTAGE
0xdf92,n,0xdfb8,38,0,0,
0xdfb8,l,0xdffa,66,1,0,XTRAIL
0xdffa,l,0xe01d,35,0,0,
0xe01d,n,0xe04c,47,0,0,
0xe04c,n,0xe07c,48,0,0,
0xe07c,l,0xe0ab,47,0,0,
0xe0ab,l,0xe0d3,40,0,0,
0xe0d3,n,0xe0f5,34,0,0,
0xe0f5,l,0xe121,44,0,0,
0xe121,l,0xe14b,42,0,0,
0xe14b,l,0xe16b,32,0,0,
0xe16b,l,0xe1a0,53,0,0,
0xe1a0,l,0xe1c6,38,0,0,
0xe1c6,l,0xe1e6,32,0,0,
0xe1e6,l,0xe20c,38,0,0,
0xe20c,l,0xe236,42,0,0,
0xe236,n,0xe25b,37,1,0,f@u$
0xe25b,l,0xe2a7,76,0,0,
0xe2a7,l,0xe2c9,34,0,0,
0xe2c9,l,0xe321,88,1,1,S\PS2\PROGRESS.XML
0xe321,l,0xe37e,93,1,0,p#`yi
0xe37e,l,0xe3a5,39,0,0,
0xe3a5,n,0xe3c2,29,0,0,
0xe3c2,l,0xe432,112,0,0,
0xe432,l,0xe459,39,1,0,nEG&
0xe459,n,0xe473,26,0,0,
0xe473,n,0xe4a5,50,0,0,
0xe4a5,l,0xe4ce,41,1,1,HUD\HUD-NUMS.PSB
0xe4ce,n,0xe4ee,32,0,0,
0xe4ee,l,0xe52e,64,0,0,
0xe52e,l,0xe5a0,114,0,0,
0xe5a0,n,0xe5e2,66,0,0,
0xe5e2,l,0xe60d,43,0,0,
0xe60d,n,0xe633,38,0,0,
0xe633,l,0xe657,36,1,0,"e@V"""
0xe657,n,0xe678,33,0,0,
0xe678,l,0xe6a0,40,0,0,
0xe6a0,l,0xe6c7,39,0,0,
0xe6c7,l,0xe6ef,40,0,0,
0xe6ef,l,0xe734,69,0,0,
0xe734,l,0xe75c,40,0,0,
0xe75c,l,0xe779,29,0,0,
0xe779,l,0xe795,28,0,0,
0xe795,l,0xe7b7,34,0,0,
0xe7b7,l,0xe7db,36,0,0,
0xe7db,l,0xe828,77,0,0,
0xe828,l,0xe863,59,0,0,
0xe863,l,0xe87f,28,0,0,
0xe87f,l,0xe8a4,37,0,0,
0xe8a4,l,0xe8cc,40,0,0,
0xe8cc,l,0xe8f3,39,0,0,
0xe8f3,l,0xe94f,92,1,0,$E??
0xe94f,n,0xe974,37,0,0,
0xe974,l,0xe998,36,0,0,
0xe998,o,0xe9c8,48,1,0,Q`i^
0xe9c8,l,0xe9ed,37,0,0,
0xe9ed,l,0xea1b,46,0,0,
0xea1b,l,0xea5b,64,0,0,
0xea5b,l,0xea7a,31,0,0,
0xea7a,o,0xead3,89,0,0,
0xead3,l,0xeb32,95,1,1,dNFy\Nl
0xeb32,l,0xeb76,68,0,0,
0xeb76,l,0xec07,145,0,0,
0xec07,l,0xec4a,67,0,0,
0xec4a,n,0xec6e,36,0,0,
0xec6e,l,0xecce,96,0,0,
0xecce,l,0xed08,58,0,0,
0xed08,o,0xed2b,35,0,0,
0xed2b,l,0xed50,37,0,0,
0xed50,n,0xeda6,86,0,0,
0xeda6,l,0xedcb,37,0,0,
0xedcb,l,0xee07,60,0,0,
0xee07,o,0xee25,30,1,0,DG$<
0xee25,n,0xee45,32,0,0,
0xee45,n,0xee80,59,0,0,
0xee80,n,0xeecc,76,1,1,TGA.GXI
0xeecc,l,0xef13,71,1,0,{Bz>
0xef13,l,0xef3e,43,0,0,
0xef3e,l,0xef7a,60,0,0,
0xef7a,l,0xefa7,45,0,0,
0xefa7,l,0xefd1,42,0,0,
0xefd1,o,0xeff7,38,0,0,
0xeff7,l,0xf020,41,0,0,
0xf020,l,0xf063,67,0,0,
0xf063,l,0xf084,33,0,0,
0xf084,l,0xf0bd,57,0,0,
0xf0bd,l,0xf0ec,47,0,0,
0xf0ec,l,0xf11a,46,0,0,
0xf11a,l,0xf172,88,2,1,Gi\al
0xf172,n,0xf192,32,0,0,
0xf192,l,0xf1b5,35,1,0,#lEm=
0xf1b5,l,0xf1e4,47,0,0,
0xf1e4,l,0xf277,147,0,0,
0xf277,l,0xf2d1,90,0,0,
0xf2d1,o,0xf326,85,1,1,FMV\ELF3.PSS
0xf326,l,0xf350,42,0,0,
0xf350,l,0xf38a,58,0,0,
0xf38a,l,0xf3b1,39,0,0,
0xf3b1,l,0xf3d6,37,0,0,
0xf3d6,l,0xf413,61,0,0,
0xf413,n,0xf446,51,0,0,
0xf446,l,0xf48a,68,1,0,A+@e>
0xf48a,n,0xf4a5,27,0,0,
0xf4a5,l,0xf5a5,256,1,0,"=""|*n"
0xf5a5,l,0xf5ca,37,0,0,
0xf5ca,l,0xf5f5,43,0,0,
0xf5f5,l,0xf616,33,0,0,
0xf616,n,0xf634,30,0,0,
0xf634,l,0xf6aa,118,2,0,~;G|7l
0xf6aa,l,0xf6dd,51,0,0,
0xf6dd,l,0xf722,69,1,0,GF|-l
0xf722,l,0xf742,32,0,0,
0xf742,n,0xf7a4,98,0,0,
0xf7a4,l,0xf7dd,57,0,0,
0xf7dd,l,0xf7f7,26,0,0,
0xf7f7,n,0xf83f,72,0,0,
0xf83f,l,0xf860,33,0,0,
0xf860,l,0xf89a,58,0,0,
0xf89a,l,0xf8cf,53,0,0,
0xf8cf,l,0xf8eb,28,0,0,
0xf8eb,l,0xf930,69,0,0,
0xf930,l,0xf955,37,0,0,
0xf955,l,0xf993,62,1,0,E|*l
0xf993,l,0xf9ba,39,0,0,
0xf9ba,l,0xfa00,70,0,0,
0xfa00,l,0xfac1,193,1,1,.PSB
0xfac1,l,0xfadd,28,0,0,
0xfadd,l,0xfb5a,125,1,0,W?|9l
0xfb5a,l,0xfb80,38,0,0,
0xfb80,l,0xfba4,36,0,0,
0xfba4,l,0xfbc7,35,0,0,
0xfbc7,l,0xfbe6,31,0,0,
0xfbe6,l,0xfc0a,36,0,0,
0xfc0a,n,0xfc28,30,0,0,
0xfc28,l,0xfc64,60,0,0,
0xfc64,l,0xfc84,32,0,0,
0xfc84,l,0xfcac,40,0,0,
0xfcac,l,0xfd0e,98,0,0,
0xfd0e,l,0xfd32,36,1,0,$Hj)
0xfd32,l,0xfd9c,106,0,0,
0xfd9c,l,0xfdda,62,0,0,
0xfdda,l,0xfe15,59,1,1,"s\#@q"""
0xfe15,l,0xfe5b,70,1,0,`<B|!l
0xfe5b,l,0xfeac,81,0,0,
0xfeac,l,0xff17,107,3,2,\TNG\DATAPSM\COMMONTEXTURES\ICEWIN-TGA.GXI
0xff17,l,0xff41,42,0,0,
0xff41,o,0xff80,63,0,0,
0xff80,l,0xffaa,42,0,0,
0xffaa,l,0xffe2,56,0,0,
0xffe2,l,0x10002,32,0,0,
0x10002,l,0x10026,36,0,0,
0x10026,l,0x1004b,37,0,0,
0x1004b,l,0x10073,40,0,0,
0x10073,l,0x10095,34,0,0,
0x10095,l,0x100ba,37,0,0,
0x100ba,l,0x100dd,35,0,0,
0x100dd,l,0x1010b,46,0,0,
0x1010b,o,0x10160,85,0,0,
0x10160,n,0x101a7,71,0,0,
0x101a7,l,0x101f0,73,0,0,
0x101f0,l,0x1021c,44,0,0,
0x1021c,l,0x10248,44,0,0,
0x10248,l,0x10285,61,0,0,
0x10285,l,0x102bc,55,0,0,
0x102bc,l,0x102e5,41,0,0,
0x102e5,n,0x10305,32,0,0,
0x10305,l,0x10344,63,0,0,
0x10344,l,0x10363,31,0,0,
0x10363,l,0x10385,34,0,0,
0x10385,l,0x103f2,109,1,1,MISC\COPT#;$i
0x103f2,l,0x10417,37,0,0,
0x10417,l,0x10462,75,0,0,
0x10462,l,0x1049c,58,0,0,
0x1049c,l,0x104cb,47,0,0,
0x104cb,l,0x104f4,41,0,0,
0x104f4,n,0x1051d,41,0,0,
0x1051d,n,0x10560,67,1,0,iippHC|+l
0x10560,l,0x10584,36,0,0,
0x10584,l,0x105dd,89,0,0,
0x105dd,l,0x10624,71,0,0,
0x10624,l,0x1066d,73,1,1,2.XML
0x1066d,l,0x10691,36,0,0,
0x10691,l,0x106d2,65,0,0,
0x106d2,l,0x106f3,33,1,0,@B89
0x106f3,l,0x1071c,41,0,0,
0x1071c,l,0x10747,43,0,0,
0x10747,l,0x10763,28,0,0,
0x10763,n,0x107a4,65,1,1,WOOLDAND\CAR.PSM
0x107a4,l,0x107ca,38,0,0,
