off,off_hex,sig8,body_prefix,prev_key,next_key,tail_sig8,body_md5
545038397,0x207CA03D,0000010c43fc6585,4039,none,0D@1229,0000010d43fc654b,b3462820297d8a447d30f0fcd2b18663
545182779,0x207ED43B,0000010c43fc6585,4039,none,0D@1060,0000010d43fc654b,61aa874d380bc5ba4ef845a81f3a7b65
545290138,0x2080779A,0000010c43fc6585,4039,none,0D@1794,0000010d43fc654b,f4708157b6de023f791753a8c03e498a
545439404,0x2082BEAC,0000010c43fc6585,4039,none,0D@1279,0000010d43fc654b,8aba3a6575302dfd9d578ea549749415
545533770,0x20842F4A,0000010c43fc6585,4039,none,none,,7f8c62a05a4f27c213e8ea4a88ad8526
545557530,0x20848C1A,0000010c43fc6585,4039,none,none,,4e63e88c47ab8b239368f7c18f11cd72
545602757,0x20853CC5,0000010c43fc6585,4039,none,none,,c69e471d55e3d989cabd97d47e4122dc
545724906,0x208719EA,0000010c43fc6585,4039,none,none,,783cf554105d856d1dafcbab8defd509
545784158,0x2088015E,0000010c43fc6585,4039,none,0D@1045,0000010d43fc654b,938abfac3a8db6abe8fbc3df7d1b7e32
545844331,0x2088EC6B,0000010c43fc6585,4039,none,0D@1179,0000010d43fc654b,0654486abd0904903cad2aa19430c7d8
545975267,0x208AEBE3,0000010c43fc6585,4039,none,0D@1170,0000010d43fc654b,449a05f47c2f919110a2a5571e67184b
546047793,0x208C0731,0000010c43fc6585,4805,none,0D@1131,0000010d43fc654b,573800ea693dd2ac59533c11dfcd47f6
546120218,0x208D221A,0000010c43fc6585,4039,none,0D@1213,0000010d43fc654b,7ba4c14b3605a2c67ec5d87d4d386887
546260930,0x208F47C2,0000010c43fc6585,4039,none,none,,0ff5fb1d98ec03b17238addf117ea631
546332261,0x20905E65,0000010c43fc6585,4039,none,0D@1210,0000010d43fc654b,8b465c93ec86f1718b7f23a3e31160e0
546405158,0x20917B26,0000010c43fc6585,4039,none,0D@1214,0000010d43fc654b,1d1e658e506e3a993cf84362b6c712a4
546562335,0x2093E11F,0000010c43fc6585,4805,none,0D@1605,0000010d43fc674b,052d6154535922e64f272fd02e078398
546644488,0x20952208,0000010c43fc6585,4039,none,0D@1521,0000010d43fc654b,4087a1977308d2e700f19f9b9db0f6ce
546727669,0x209666F5,0000010c43fc6585,4039,none,0D@1385,0000010d43fc654b,427cbc5a525ad5bc033fdcd92f7ce281
546814374,0x2097B9A6,0000010c43fc6585,4039,none,0D@1402,0000010d43fc654b,1565e4413055eefc652ca291f2c2506b
546902682,0x2099129A,0000010c43fc6585,4039,none,0D@1489,0000010d43fc654b,366556714e7fb8606d6c25a132a18be7
546989467,0x209A659B,0000010c43fc6585,4039,none,0D@1473,0000010d43fc654b,58481c3b264bcf23bc28c9d9e019e87a
547150928,0x209CDC50,0000010c43fc6585,4039,none,0D@1223,0000010d43fc654b,ef976ef4989161845ba48289be1b576d
547233187,0x209E1DA3,0000010c43fc6585,4039,none,none,,6a2e6b220c19bec13cfb72512972a6f7
547312245,0x209F5275,0000010c43fc6585,4039,none,0D@1378,0000010d43fc654b,7429f55100c232dfc83b1b2d4cfc22d4
547392623,0x20A08C6F,0000010c43fc6585,4039,none,none,,e4aecd4da82a21dc313a55e75b0c66d9
547468068,0x20A1B324,0000010c43fc6585,4805,none,none,,2112214f88426f464faa05b8312d959f
547608835,0x20A3D903,0000010c43fc6585,4039,none,0D@1269,0000010d43fc674b,8159d54107abd2c197e15ee31c9409ee
547757737,0x20A61EA9,0000010c43fc6585,4039,none,0D@1163,0000010d43fc654b,c60f22437b31d6d29d25b49031c89d62
547829829,0x20A73845,0000010c43fc6585,4805,none,none,,b4da410d0de992791b7cee17cb635553
547961657,0x20A93B39,0000010c43fc6585,4039,none,0D@1088,0000010d43fc647b,b0e5968cbf9ad5fce1e94b6f98e68e40
548033470,0x20AA53BE,0000010c43fc6585,4039,none,0D@1224,0000010d43fc654b,eba1408b8f5fc05facce63c34e0a0a43
548274750,0x20AE023E,0000010c43fc6585,4039,none,none,,a077b3847f12f82d19569f4eea11b207
548399419,0x20AFE93B,0000010c43fc6585,4039,none,none,,859e489941e13ce8be605df37cedc190
548463803,0x20B0E4BB,0000010c43fc6585,4039,none,none,,ec5c84646fd4b7f08c572a8b115ccc08
548532035,0x20B1EF43,0000010c43fc6585,4039,none,0D@1073,0000010d43fc654b,efb88e302dd2f5145913fcb99cb889f6
548671629,0x20B4108D,0000010c43fc6585,4039,none,0D@1117,0000010d43fc654b,3a3874d4030fffccae3eb76fde456a1b
548741449,0x20B52149,0000010c43fc6585,4039,none,none,,2309ba2315e40090fbec8feb5ab52034
548809238,0x20B62A16,0000010c43fc6585,4039,none,none,,0e749550f2a30156d43d4f05d7af5780
549006254,0x20B92BAE,0000010c43fc6585,4039,none,0D@1005,0000010d43fc654b,a6c0055631b181b3c6c5b569579ee505
549105742,0x20BAB04E,0000010c43fc6585,4039,none,0D@1429,0000010d43fc654b,4b3db4facabf5d1e342fceb227498d95
612920635,0x24886D3B,0000010c43fc652b,de32,none,none,,8f5d4b9e7624df9a39eedb71247196bc
631506888,0x25A407C8,0000010c43fc65c5,f3d8,none,none,,c60215649a077cd924a5cd87b8ca9046
902605992,0x35CCACA8,0000010c43fc65c0,7eb5,none,0D@808,0000010d43fc46d1,ffd36858518e35e1a2b90020786ea520
905823455,0x35FDC4DF,0000010c43fc6585,4039,none,0D@1467,0000010d43fc6af9,02a4f30bcbc2cc93f6c90dcf93cca188
905888616,0x35FEC368,0000010c43fc6585,4039,none,0D@1419,0000010d43fc654b,6792b7b46bde5faa7033fc520f54ef23
906012213,0x3600A635,0000010c43fc6585,4039,none,0D@1387,0000010d43fc654b,3f60e033e68f8b667dea3b9363bf9462
906495116,0x3608048C,0000010c43fc6585,4039,none,0D@1417,0000010d43fc654b,377201437b26bf63f05b314d2efc48aa
906564697,0x36091459,0000010c43fc6585,4039,none,0D@1417,0000010d43fc654b,3b05f666a619b87b1f882cec879c9443
906703520,0x360B32A0,0000010c43fc6585,4039,none,0D@1496,0000010d43fc6562,52b0e390a9970d513483827e0476b8ad
906773112,0x360C4278,0000010c43fc6585,4039,none,0D@1382,0000010d43fc654b,9afb529cddf04bb91ebf706880553982
907272424,0x3613E0E8,0000010c43fc6585,4039,none,0D@1298,0000010d43fc69b0,dcc4a222dc16427f89a88a4062d85d84
907451809,0x36169DA1,0000010c43fc6585,4039,none,0D@1316,0000010d43fc654b,3c0ff418105f6438648ee657de3e6d7c
907928717,0x361DE48D,0000010c43fc6585,4039,none,0D@1415,0000010d43fc6562,a0aa4d6b6096d69e0e3c6160df6bce58
907995614,0x361EE9DE,0000010c43fc6585,4039,none,0D@1462,0000010d43fc654b,207f30299dccb2373b300ded4990a38a
908137792,0x36211540,0000010c43fc6585,4039,none,0D@1416,0000010d43fc67b0,7646acd9ab809de3fa6b1a2c232fd4da
908704689,0x3629BBB1,0000010c43fc6585,4848,none,0D@1354,0000010d43fc6762,227bcf9d17fd4d9a4512cd90c4bfd542
908927229,0x362D20FD,0000010c43fc6585,4039,none,0D@1243,0000010d43fc654b,3efe14c64dae4867772b98668881368c
909006915,0x362E5843,0000010c43fc6585,4039,none,0D@989,0000010d43fc654b,8007f417b022b5a4545a7d9a61aa7d74
909452598,0x36352536,0000010c43fc6585,4039,none,none,,0da06832d225c1ab9df25420e33d3e05
909512894,0x363610BE,0000010c43fc6585,4039,none,0D@1331,0000010d43fc654b,4cbba997c1f0fd8dcd6c2600485573a5
909625330,0x3637C7F2,0000010c43fc6585,4039,none,0D@1366,0000010d43fc654b,2f75bdde3381f987fbc5396fb499221e
910135225,0x363F8FB9,0000010c43fc6585,4039,none,0D@1366,0000010d43fc654b,d00dd532d627ef6895ba724c96f4a975
910260087,0x36417777,0000010c43fc6585,4039,none,0D@1347,0000010d43fc6562,87f11ddf79dd1f5c3c2bb357c60f43b3
910322806,0x36426C76,0000010c43fc6585,4039,none,none,,07d24672b80e8e0dc674df1c5486c7fd
910754386,0x36490252,0000010c43fc6585,4039,none,0D@1274,0000010d43fc69b0,bc77c23d84eeb03d297d7464789a41e1
910927668,0x364BA734,0000010c43fc6585,4039,none,0D@1209,0000010d43fc654b,c414203481c29d7f94746b22d57bac3e
911492496,0x36544590,0000010c43fc6585,4039,none,0D@1280,0000010d43fc67b0,04ad009ab1d6b8e6b6a60a24178bc212
912014153,0x365C3B49,0000010c43fc6585,4848,none,none,,e782111dd51df41bc86a2c70f2aeab87
912159860,0x365E7474,0000010c43fc6585,4039,none,0D@1174,0000010d43fc654b,3f5e05b73f25b9d0dd10b3aa0e1954ef
912262255,0x3660046F,0000010c43fc6585,4039,none,none,,445370f60f1628cc559e61fa5ff8d059
912807051,0x3668548B,0000010c43fc6585,4039,none,0D@1382,0000010d43fc6af9,0a7b7195b837588b9b768062bec4954b
912874311,0x36695B47,0000010c43fc6585,4039,none,0D@1297,0000010d43fc654b,db9683f9dcf9c044be2f11e9ae2175fd
913539080,0x36738008,0000010c43fc6585,4039,none,0D@1590,0000010d43fc654b,ce4bba4fbdc5c0730111bc48d06d6d9c
913788871,0x36774FC7,0000010c43fc6585,4039,none,none,,50818e8566e6decef88a1d36dba4ed44
913864634,0x367877BA,0000010c43fc6585,4039,none,none,,84f8e3efb2f09f1cd8957c8dd75cb552
914350482,0x367FE192,0000010c43fc6585,4039,none,0D@1415,0000010d43fc69b0,0cabe21d62c9a9005175d21a8a64b4e7
915136464,0x368BDFD0,0000010c43fc6585,4039,none,0D@1423,0000010d43fc6562,ea85cf98a2e2d008b37da743455dda24
915212196,0x368D07A4,0000010c43fc6585,4039,none,0D@1303,0000010d43fc654b,cf3770543df328ee761d69e1d29e7e78
916046700,0x3699C36C,0000010c43fc6585,4848,none,0D@1245,0000010d43fc6762,33644f55f553f4bb2f51482291716fec
916258656,0x369CFF60,0000010c43fc6585,4039,none,0D@1408,0000010d43fc654b,a64c232354dda17462987a496d46fb2a
941577543,0x381F5547,0000010c43fc6585,4039,none,0D@839,0000010d43fc654b,39f944e61765fc2454fe13289b33966e
941643494,0x382056E6,0000010c43fc6585,4039,none,0D@846,0000010d43fc654b,d567d11fb5c43733df4d903bbca7a087
941730180,0x3821A984,0000010c43fc6585,4039,none,0D@1043,0000010d43fc654b,7061818e6ab4c99c146d581db98116cb
941819535,0x3823068F,0000010c43fc6585,4039,none,0D@1109,0000010d43fc654b,0bb3feadb88424b25cab905cce13d639
941913664,0x38247640,0000010c43fc6585,4039,none,0D@1323,0000010d43fc654b,bb0b4241e02e0d037984d939a1eafcb2
941999000,0x3825C398,0000010c43fc6585,4039,none,0D@1293,0000010d43fc654b,a5375b414958c92015d1b846a4a25ac0
942071885,0x3826E04D,0000010c43fc6585,4039,none,0D@1209,0000010d43fc654b,302096b1443f6a852b21c8e8353becb4
942141510,0x3827F046,0000010c43fc6585,4039,none,0D@1325,0000010d43fc654b,94b7617110a456e13585de464bd02da6
942221252,0x382927C4,0000010c43fc6585,4805,none,0D@1451,0000010d43fc654b,85751cb61dca328843b1b6e7bf0a276b
942314391,0x382A9397,0000010c43fc6585,4039,none,0D@1322,0000010d43fc654b,e69c0ed39aa92cde53ad92ab09aa019b
942400960,0x382BE5C0,0000010c43fc6585,4039,none,0D@1181,0000010d43fc654b,816bbd1978d28c645ff2920489392ae9
942475783,0x382D0A07,0000010c43fc6585,4039,none,0D@1202,0000010d43fc654b,d64b6cf636b682744d8ee88b5b480c19
942548321,0x382E2561,0000010c43fc6585,4039,none,0D@1109,0000010d43fc654b,46c23e4f05a2e2d228a8248a6a538b10
942622176,0x382F45E0,0000010c43fc6585,4039,none,0D@1093,0000010d43fc654b,8465c43324ba3cdc33e2a6a257a2d783
942698479,0x38306FEF,0000010c43fc6585,4039,none,0D@1290,0000010d43fc654b,11185c945bf6bca0b509f6ea7a7cd06e
942864284,0x3832F79C,0000010c43fc6585,4039,none,0D@1489,0000010d43fc654b,b638514a34e95ecc614f5bb9fcd3dc2d
942956086,0x38345E36,0000010c43fc6585,4039,none,0D@1551,0000010d43fc654b,e9579be645bb8c51e605a5e2776278e4
943049978,0x3835CCFA,0000010c43fc6585,4039,none,0D@1560,0000010d43fc654b,d30afa7036dfda6fb8b6ce3970a409f6
943147125,0x38374875,0000010c43fc6585,4039,none,0D@1496,0000010d43fc654b,5ef0126a5c4964b06568c967f516d63b
943252919,0x3838E5B7,0000010c43fc6585,4039,none,0D@1521,0000010d43fc654b,7d019943f0d5e3e671e74474cf9086a7
943349808,0x383A6030,0000010c43fc6585,4039,none,0D@1295,0000010d43fc654b,c3dea1f18bdd3aca00b1e0f61d715673
943433120,0x383BA5A0,0000010c43fc6585,4039,none,0D@1498,0000010d43fc654b,3116ff45ea64d80e7381e500f14ac12b
943523534,0x383D06CE,0000010c43fc6585,4039,none,0D@1303,0000010d43fc654b,393fa4e5b3d0b03c34f06fe7a3e0eb4c
943611981,0x383E604D,0000010c43fc6585,4039,none,0D@1364,0000010d43fc654b,1c4b309dd60c0630fd47706b095d954e
943695174,0x383FA546,0000010c43fc6585,4039,none,0D@1433,0000010d43fc654b,d4b5314123ebedcd8c689a7d10bffa2b
943780758,0x3840F396,0000010c43fc6585,4805,none,0D@1394,0000010d43fc654b,74a31fe602953e5435c1841e5af3f276
943868810,0x38424B8A,0000010c43fc6585,4039,none,0D@1416,0000010d43fc674b,d3277b84f1548f1d4759dc4c3b3596be
943962127,0x3843B80F,0000010c43fc6585,4805,none,0D@1306,0000010d43fc654b,cfbf06b205736b2cd11350496914fd2d
944143957,0x38467E55,0000010c43fc6585,4039,none,0D@1156,0000010d43fc674b,b45373c60a6ec1160bdbb22c7fe8c8ea
944233012,0x3847DA34,0000010c43fc6585,4039,none,0D@1224,0000010d43fc654b,b90e83c28ebe237078462088ba4bfa76
944307816,0x3848FE68,0000010c43fc6585,4039,none,0D@1187,0000010d43fc674b,4de281550f92ea90139ff96e8a3afce9
944378318,0x384A11CE,0000010c43fc6585,4039,none,0D@1130,0000010d43fc647b,4390a38d801ed1535b7e214916b0bffe
944450183,0x384B2A87,0000010c43fc6585,4805,none,0D@1213,0000010d43fc654b,748681d5df5710e9d7d51876739b701c
944676579,0x384E9EE3,0000010c43fc6585,4039,none,0D@1287,0000010d43fc654b,fe77aacca43382d0f41beca1f8bca9de
944758605,0x384FDF4D,0000010c43fc6585,4039,none,0D@1134,0000010d43fc654b,7ebc33d888b4ea1a7168d6b139d577d2
944845828,0x38513404,0000010c43fc6585,4805,none,0D@1291,0000010d43fc654b,5230c1bd852ec61e428247b41cc50c11
944922378,0x38525F0A,0000010c43fc6585,4039,none,0D@1241,0000010d43fc654b,afdd34e9c6f66829fd11d0b336d66112
944997114,0x385382FA,0000010c43fc6585,4039,none,0D@1223,0000010d43fc654b,595ac95df09f42204de4044620709e8d
945069609,0x38549E29,0000010c43fc6585,4039,none,0D@1173,0000010d43fc654b,a1067a0e8dc40a213c8e9054f96c28d9
945137449,0x3855A729,0000010c43fc6585,4039,none,0D@1160,0000010d43fc654b,7648a818dc9da335b2edbd4f7e52ccf4
945209494,0x3856C096,0000010c43fc6585,4039,none,0D@1169,0000010d43fc654b,d56322f8cd794a74eb3cf8d601be0e16
945283967,0x3857E37F,0000010c43fc6585,4039,none,0D@1220,0000010d43fc654b,38902956fc67f6f215e89cc96bdee226
945360561,0x38590EB1,0000010c43fc6585,4039,none,0D@1225,0000010d43fc654b,561618c3afedefef8f6e7654f9aac4ed
945431934,0x385A257E,0000010c43fc6585,4029,none,0D@1309,0000010d43fc654b,5355843e15e1d24e9c5740cdfaabf272
945500463,0x385B312F,0000010c43fc6585,4848,none,0D@1217,0000010d43fc655a,168a749f7f5d84e7bfd918cad846b294
945568685,0x385C3BAD,0000010c43fc6585,4039,none,0D@1031,0000010d43fc654b,2b725d32f778198e2a922ad3ba8a38c3
945691784,0x385E1C88,0000010c43fc6585,4039,none,0D@1662,0000010d43fc654b,a8a86f9914efaac3771ff31efff4f4f4
945836504,0x386051D8,0000010c43fc6585,4039,none,0D@1209,0000010d43fc654b,03f4a09560fa71c7211a8818f0589ae3
945923988,0x3861A794,0000010c43fc6585,4039,none,0D@859,0000010d43fc654b,2e3a9c057d75f75fcded515e743012f0
945951873,0x38621481,0000010c43fc6585,4039,none,0D@914,0000010d43fc654b,585f5a9e897fa86bd492b38dee44f932
946021097,0x386322E9,0000010c43fc6585,4039,none,0D@866,0000010d43fc654b,92c50e8d08302908153fdb0410b58f1c
946251384,0x3866A678,0000010c43fc6585,4039,none,0D@1184,0000010d5c930000,aeb89a7d49a6540285bba24702c38b4f
946327784,0x3867D0E8,0000010c43fc6585,4039,none,0D@1336,0000010d43fc654b,bbb3900bfdd25c69f535185c11558a41
946408017,0x38690A51,0000010c43fc6585,4039,none,0D@1396,0000010d43fc654b,e62bde9e52bce65af6fdad681d59272b
946563421,0x386B695D,0000010c43fc6585,4805,none,0D@1322,0000010d43fc654b,0e38cf77723a33f98c693084ffbf58d0
946648103,0x386CB427,0000010c43fc6585,4039,none,0D@1309,0000010d43fc654b,de944b9d7ee37c432bcc6b701b61dcd4
946732610,0x386DFE42,0000010c43fc6585,4039,none,0D@1184,0000010d43fc654b,74cbcc3862355dbb1232705fa717a42e
946802685,0x386F0FFD,0000010c43fc6585,4039,none,0D@1208,0000010d43fc654b,b199a0de27e63d385d57f8436e5a372c
946875161,0x38702B19,0000010c43fc6585,4039,none,0D@1192,0000010d43fc654b,28a6ec0a1d5e95311b2bff099f486b07
946954467,0x387160E3,0000010c43fc6585,4039,none,none,,f63349ada02d79c29685abe9b4c9bdaf
947037383,0x3872A4C7,0000010c43fc6585,4039,none,none,,6635dc62c43016d5234f56fdb7ef86c0
947207496,0x38753D48,0000010c43fc6585,4039,none,0D@1562,0000010d43fc654b,0fea4f966be50ee1a1e287782b21af43
947304692,0x3876B8F4,0000010c43fc6585,4039,none,0D@1472,0000010d43fc654b,3a1638b1715275a29b19eb286515a32a
947488378,0x3879867A,0000010c43fc6585,4039,none,0D@1354,0000010d43fc654b,47831ff420f670dc81054fc26d3ca2fc
947677445,0x387C6905,0000010c43fc6585,4039,none,0D@1394,0000010d43fc654b,66dbd99738f64f7466da241b25bfe003
947776555,0x387DEC2B,0000010c43fc6585,4039,none,0D@1296,0000010d43fc654b,924ed770df892cd86bbf268b9290edbc
947864303,0x387F42EF,0000010c43fc6585,4039,none,0D@1270,0000010d43fc654b,15ce7bc47305b1098923a5e651374044
947951652,0x38809824,0000010c43fc6585,4039,none,0D@1431,0000010d43fc654b,613e792f1c1706f4b5c61a00dc80ef6c
948045488,0x388206B0,0000010c43fc6585,4039,none,none,,a833d541318d5a0c41f69c19af2c751e
948416069,0x3887AE45,0000010c43fc6585,4805,none,none,,233668b7fdc86cc01d4aeced892d9587
948510846,0x3889207E,0000010c43fc6585,4039,none,none,,c18915654f457eefea7994abcd0a6af2
948596853,0x388A7075,0000010c43fc6585,4039,none,0D@1188,0000010d43fc654b,1d4e6b88d4ab525b3fa345f7696ec99a
948672667,0x388B989B,0000010c43fc6585,4039,none,0D@1123,0000010d43fc674b,0b237ed06d591b924f0946b7ba6a13b5
948760152,0x388CEE58,0000010c43fc6585,4039,none,0D@1213,0000010d43fc647b,5e5456661ed7df175848e0b258f1a4c3
948852414,0x388E56BE,0000010c43fc6585,4039,none,0D@1195,0000010d43fc654b,bc302ff82dcbc9b5eb926666bfe86889
949080497,0x3891D1B1,0000010c43fc6585,4039,none,0D@1202,0000010d43fc654b,1d4d19c39980b6a5f20fa79e131f94ae
949227606,0x38941056,0000010c43fc6585,4805,none,0D@1302,0000010d43fc654b,cc84d922c6803ccece1eb289d8c94df9
949310716,0x389554FC,0000010c43fc6585,4039,none,0D@1293,0000010d43fc654b,78b7a58715f4206589b6c4ce9048d767
949472915,0x3897CE93,0000010c43fc6585,4039,none,0D@1209,0000010d43fc654b,7fa908168da259eae495d14b16b676a2
949557665,0x389919A1,0000010c43fc6585,4039,none,0D@1067,0000010d43fc654b,95c61a4abb4538abaf7a10696dbe6e76
949721893,0x389B9B25,0000010c43fc6585,4039,none,0D@1221,0000010d43fc654b,e04a29cacf8e91395c065bc537df2901
949798120,0x389CC4E8,0000010c43fc6585,4039,none,none,,c645aec578a84bb3cc155d0b32c5792a
949872238,0x389DE66E,0000010c43fc6585,4039,none,0D@1229,0000010d43fc654b,b3462820297d8a447d30f0fcd2b18663
950015934,0x38A017BE,0000010c43fc6585,4039,none,0D@1060,0000010d43fc654b,61aa874d380bc5ba4ef845a81f3a7b65
950122811,0x38A1B93B,0000010c43fc6585,4039,none,0D@1794,0000010d43fc654b,f4708157b6de023f791753a8c03e498a
950271422,0x38A3FDBE,0000010c43fc6585,4039,none,0D@1279,0000010d43fc654b,8aba3a6575302dfd9d578ea549749415
950365423,0x38A56CEF,0000010c43fc6585,4039,none,none,,7f8c62a05a4f27c213e8ea4a88ad8526
950389118,0x38A5C97E,0000010c43fc6585,4039,none,none,,29bd0dda38756c8a27cd3a784386a198
950434181,0x38A67985,0000010c43fc6585,4039,none,none,,c69e471d55e3d989cabd97d47e4122dc
950494689,0x38A765E1,0000010c43fc6585,4039,none,0D@811,0000010d43fc654b,ce5871fc205da671435260e39b4f717f
950555756,0x38A8546C,0000010c43fc6585,4039,none,none,,783cf554105d856d1dafcbab8defd509
950614800,0x38A93B10,0000010c43fc6585,4039,none,0D@1045,0000010d43fc654b,938abfac3a8db6abe8fbc3df7d1b7e32
950674724,0x38AA2524,0000010c43fc6585,4039,none,0D@1182,0000010d43fc654b,90d8ea9961b4d07e7a25fb687845054f
950805226,0x38AC22EA,0000010c43fc6585,4039,none,0D@1170,0000010d43fc654b,449a05f47c2f919110a2a5571e67184b
950877588,0x38AD3D94,0000010c43fc6585,4805,none,0D@1127,0000010d43fc654b,17bee1b4e35c8abcabf2a4541e08c8c5
950949702,0x38AE5746,0000010c43fc6585,4039,none,0D@1210,0000010d43fc654b,7ba4c14b3605a2c67ec5d87d4d386887
951089885,0x38B07ADD,0000010c43fc6585,4039,none,none,,0ff5fb1d98ec03b17238addf117ea631
951160879,0x38B1902F,0000010c43fc6585,4039,none,0D@1173,0000010d43fc654b,3293e13d55871e57b6d162819aa60d97
951233573,0x38B2AC25,0000010c43fc6585,4039,none,0D@1209,0000010d43fc654b,6f61e34f295d5babad1adf5157008d44
951390062,0x38B50F6E,0000010c43fc6585,4805,none,0D@1586,0000010d43fc674b,052d6154535922e64f272fd02e078398
951471901,0x38B64F1D,0000010c43fc6585,4039,none,0D@1482,0000010d43fc654b,4087a1977308d2e700f19f9b9db0f6ce
951554676,0x38B79274,0000010c43fc6585,4039,none,0D@1385,0000010d43fc654b,427cbc5a525ad5bc033fdcd92f7ce281
951640994,0x38B8E3A2,0000010c43fc6585,4039,none,0D@1402,0000010d43fc654b,1565e4413055eefc652ca291f2c2506b
951728946,0x38BA3B32,0000010c43fc6585,4039,none,0D@1486,0000010d43fc654b,366556714e7fb8606d6c25a132a18be7
951815336,0x38BB8CA8,0000010c43fc6585,4039,none,0D@1442,0000010d43fc654b,58481c3b264bcf23bc28c9d9e019e87a
951976031,0x38BE005F,0000010c43fc6585,4039,none,0D@1220,0000010d43fc654b,ef976ef4989161845ba48289be1b576d
952057871,0x38BF400F,0000010c43fc6585,4039,none,none,,6a2e6b220c19bec13cfb72512972a6f7
952136588,0x38C0738C,0000010c43fc6585,4039,none,0D@1372,0000010d43fc654b,17fdc0acdd8b4fe26e57c411310d85bb
952216587,0x38C1AC0B,0000010c43fc6585,4039,none,none,,e4aecd4da82a21dc313a55e75b0c66d9
952291665,0x38C2D151,0000010c43fc6585,4805,none,none,,7d68d8a9217186ad532b1e131fc89715
952431792,0x38C4F4B0,0000010c43fc6585,4039,none,0D@1269,0000010d43fc674b,8159d54107abd2c197e15ee31c9409ee
952579997,0x38C7379D,0000010c43fc6585,4039,none,0D@1156,0000010d43fc654b,c60f22437b31d6d29d25b49031c89d62
952651756,0x38C84FEC,0000010c43fc6585,4805,none,none,,75c5bfde7913f386082781cce0db00db
952783028,0x38CA50B4,0000010c43fc6585,4039,none,0D@1071,0000010d43fc647b,7ae12c5b46b58fe91d76aff3f4c73567
952854459,0x38CB67BB,0000010c43fc6585,4039,none,0D@1224,0000010d43fc654b,eba1408b8f5fc05facce63c34e0a0a43
953094961,0x38CF1331,0000010c43fc6585,4039,none,none,,a077b3847f12f82d19569f4eea11b207
953155499,0x38CFFFAB,0000010c43fc6585,4805,none,0D@1190,0000010d43fc654b,73635afb3634bb87ed063adca23e5865
953219330,0x38D0F902,0000010c43fc6585,4039,none,none,,859e489941e13ce8be605df37cedc190
953283456,0x38D1F380,0000010c43fc6585,4039,none,none,,ec5c84646fd4b7f08c572a8b115ccc08
953351592,0x38D2FDA8,0000010c43fc6585,4039,none,0D@1074,0000010d43fc654b,b234c2596021b8621334635b1e7cf06f
953490573,0x38D51C8D,0000010c43fc6585,4039,none,0D@1115,0000010d43fc654b,3a3874d4030fffccae3eb76fde456a1b
953560125,0x38D62C3D,0000010c43fc6585,4039,none,none,,2309ba2315e40090fbec8feb5ab52034
953627621,0x38D733E5,0000010c43fc6585,4039,none,none,,0e749550f2a30156d43d4f05d7af5780
953824011,0x38DA330B,0000010c43fc6585,4039,none,0D@999,0000010d43fc654b,a6c0055631b181b3c6c5b569579ee505
953923070,0x38DBB5FE,0000010c43fc6585,4039,none,0D@1429,0000010d43fc654b,4b3db4facabf5d1e342fceb227498d95
1017352926,0x3CA392DE,0000010c43fc652b,de32,none,none,,8f5d4b9e7624df9a39eedb71247196bc
1035850398,0x3DBDD29E,0000010c43fc65c5,f3d8,none,0D@677,0000010d43fc4072,32ff30b951352a6e61e00bd7069f8581
