offset,kind,text,before_hex,after_hex
24759,full_path,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI,000000110000410f00002c0f0000003201000000,5c544e475c4441544150534d5c434f555253455c5455524b45595f53
24843,partial_path,MMONTEXTURES\CLOUD4(,6c0009d4c65e009ca95c00030000002d3c010001,4d4d4f4e54455854555245535c434c4f5544342810010508c8904537
24920,partial_path,VEHICLES\TATA\WHEEL,eb9148ef1e00006f00785f607907002ffc000001,56454849434c45535c544154415c574845454c900703696969d4925d
24991,partial_path,FRANCE_M\WIRES(,3ec10000006c000344fa5e007c9933bc038c150b,4652414e43455f4d5c574952455328bc030595b49d3f4a3f00006c00
25030,partial_path,W\STUBLEND(,b49d3f4a3f00006c0003dcfc5c0054cf3f0c0107,575c535455424c454e442818010669d248fa47600f00006c006e1760
25068,partial_path,ND\NEW\TITLESCREEN\BG_,47600f00006c006e1760ac311e014652642f0004,4e445c4e45575c5449544c4553435245454e5c42475f98010b2e5053
25123,partial_path,3\TREE1)<,94fc00006c0003902d5d0094bc312c012b5c0804,335c5452454531293c02057eca9447102e00006f0088d05c6812301c
25156,partial_path,_W\TENT3(,9447102e00006f0088d05c6812301c062b0c0105,5f575c54454e54332810010514cfed46533f00006e003856ac312f2c
25189,partial_path,S2\BEDLEF(,cfed46533f00006e003856ac312f2c072c0c0106,53325c4245444c454628140107696977345046f43e00006e0070a320
25221,partial_path,_M\TRACK_SHRUB_,07696977345046f43e00006e0070a320034c090c,5f4d5c545241434b5f53485255425f902d015f4c465428540105924d
25265,partial_path,2\NOISE(,0105924d723e9c1f00006e0048b03c6c02ac3f04,325c4e4f49534528080106699ab6cf47861300006c0003c8cc5d00a8
25298,partial_path,FONTS\ARIAL,b6cf47861300006c0003c8cc5d00a8bd319c0508,464f4e54535c415249414cb400045f31325f303030cc6e058203c73e
25346,partial_path,_S1\CTYR($,9e0400006c0002c8d75c00f0320c01cc24bc1005,5f53315c43545952282402052c57fd46ec1d00006f00f4045f2003ac
25376,partial_path,S2\TSIDEW)8,02052c57fd46ec1d00006f00f4045f2003ac0606,53325c54534944455729380306694624353e673b00006e0060b03ccc
25408,partial_path,1\WATERFALL) ,06694624353e673b00006e0060b03ccc07ac1108,315c574154455246414c4c292001059073d4478b0800006e00fc9335
25502,partial_path,HUD\HUD-SPLIT_005,3002057ad91748550b00006f00e48560346c040e,4855445c4855442d53504c49545f303035980f06696639e147896c01
25549,partial_path,CUPS\GO_CUP,01006c000504b35d0028075d002ffc0a2b4c0e08,435550535c474f5f435550c092058f17e640c23a00006f00b8506034
25654,partial_path,KANGOO\CAR,0d534854ae01006c00621268c1310c01278c1507,4b414e474f4f5c434152c81a0669a2197341372600006e00a8d43cbc
25838,partial_path,EST\BACKDROP_056,2af8477a1c00006e000013354c05892845fcbf0d,4553545c4241434b44524f505f3035368012056e10b548a96a02006c
25878,partial_path,SCENE\ICONT\,10b548a96a02006c0003302d5f00e01c2dcc0a09,5343454e455c49434f4e545ca0440e53322e43464c006969c5e5093f
25893,fragment,S2.CFL,1c2dcc0a095343454e455c49434f4e545ca0440e,53322e43464c006969c5e5093f084000006c0006146c5f00743c5d00
25955,partial_path,_W\F_RAILt,0305699f963fdc0d00006e00b09f3ccc0eb80f06,5f575c465f5241494c74f22a081a0669854806432f3e00006e00f0a3
25989,partial_path,W2\I2A_ROAD,0669854806432f3e00006e00f0a33c7c07ac2b08,57325c4932415f524f41448dbe302b3c01012ee896446c1b6e00ec1a
26172,partial_path,"2\HAY(,",6969dc5c2940ed3900006e0090833c1c018c1102,325c484159282c0305942a4d3f062900006e00948e3cfc00ec220932
26199,partial_path,2\MASTERLOGO($,0305942a4d3f062900006e00948e3cfc00ec2209,325c4d41535445524c4f474f28240107696900c4043e59fb24006e00
26487,partial_path,"M\PALM""",d9c7c743fb3300006e00bc9e352c18cc09bc2403,4d5c50414c4d22ed2c5828b8050269727d0944225c296c0003145c5e
26670,partial_path,2\VHUT-<,41983e00006c000390345d00cca8385c0bd41003,325c564855542d3c0b0541b12540693200006c0003480a6000dc0238
27059,partial_path,2\FENC( ,0193ed8343228c246e001ceebc1b366c238c2403,325c46454e4328201505696969b277c943884c626e00e8083c7c178f
27189,partial_path,W\NEU DRY|,057bd98e47fa3e00006e00b81b37ac052a4c0c06,575c4e4555204452597c1b052d53414e442d52482a6c020559152145
27261,partial_path,2\END OF TA),066929bab745e83b00006e002ce13cdc23ac4b08,325c454e44204f4620544129d417054e0f04489e3600006e0040fa35
27425,partial_path,S3\VINES(,4a013ecf3a427c666e0010d6bcee36ec0cac1205,53335c56494e455328c814015dc7b8417c076c0003bcd25e0070f038
27556,partial_path,BUTTONS\UPDOWN,d847228c3e6e008ce0ac2258952c5c592b1c090b,425554544f4e535c5550444f574ea5712e236c530555dd7445143600
27957,full_path,FMV\GO2.PSS,61051deba137048038006e0018bbbc459c110005,464d565c474f322e505353006969692eb3f646ca3d00006c00035032
28054,partial_path,S\PPK,68a648520200006e0078b3311c01ac41f487afcf,535c50504b04435245444954539876066920c69f3fa60a00006c0003
28095,partial_path,"W\WHITE""",a60a00006c000398ee5f0044e4385c03251c2104,575c574849544522f05128b41e02e6af353e865c316e0068a1313c02
28129,partial_path,2\BUSH*$J,e6af353e865c316e0068a1313c02293c06bc0803,325c425553482a244a051f814b44c02b00006e0010adac312b7c0b29
28374,partial_path,M\F_#,01dfb93efc4c246e00a806311c1e29bc07cc2401,4d5c465f23ba3b5f327c0049825f28501005a471d5446c0f00006c00
28510,partial_path,2\GATE*\,3ec53f00006c00033c6e5d004c25380c01ac2403,325c474154452a5c0d059294d3479d0800006e0010f44d0802310c01
28647,full_path,APSM\COURSE\ITALY_S3\VHUTDOOR-TGA.GXI,5f00d4342c8c031100002c0f0000aa0f0000001e,4150534d5c434f555253455c4954414c595f53335c56485554444f4f
28709,partial_path,\TNG\DATAPSM+,ed3f003e00006c000120155f0060000d03000000,5c544e475c4441544150534d2b1c010e315c4932415f524f4144424c
28725,partial_path,1\I2A_ROADBLEND01(0,030000005c544e475c4441544150534d2b1c010e,315c4932415f524f4144424c454e4430312830010582f4a03fbe2f00
28770,partial_path,"FRANCE_W_FLIP\CASTLE03(,",be2f00006c000514cf5e00c0cc5c00362c010004,4652414e43455f575f464c49505c434153544c453033282c010548d7
28819,partial_path,FRONTEND\NEW\BUTTONS\PS2,472c0e00006c000474df5e0000275d302c010006,46524f4e54454e445c4e45575c425554544f4e535c505332c801015f
28873,partial_path,HUD\PACENOTES_013,69439f1c484b0800006f0094bb5d781c303c010e,4855445c504143454e4f5445535f303133b407053b4328408d0f0000
28916,partial_path,2\DRUM'0,408d0f00006c0002b8935e0044322c022aac0503,325c4452554d27300305a96c9f465e0f00006e00c4e93c8c05065455
28977,partial_path,TEST\BACKDROP_048,052961f747411e00006e0044b8350c012b3c040e,544553545c4241434b44524f505f303438901905c7a40848993b0000
29018,partial_path,TITLESCREEN\BG_,a40848993b00006c000318a15f0060663e5c050c,5449544c4553435245454e5c42475f9801015f303731980906690888
29088,partial_path,2\MUD,45843b00006c0003c4745e002cbd38ec08ac2402,325c4d5544805127900408696969391a2e48347801006c00713c6032
29120,full_path,VEHICLES\BRUNO\CAR.PSM,6969391a2e48347801006c00713c60321c01000d,56454849434c45535c4252554e4f5c4341522e50534d00d6adda3d5d
29172,partial_path,XTURES\MASTERSTICKER31),000310b05c00d456316c0401434f4d4d744e0004,5854555245535c4d4153544552535449434b4552333129040b076969
29332,partial_path,MISC\OBJECTS\DINGHYS\RED,410531fe2348eb0500006f00acba5c347c020006,4d4953435c4f424a454354535c44494e474859535c524544a8019c30
29381,partial_path,1\ROCK',13dc2f3eea3f00006e00107035ac0bdc1cbc8803,315c524f434b27a00408696969008f323e084000006f00ac6e608d11
29480,partial_path,SPAIN_M\WATERF+,030644a33a00006c0003f406600034c0389c0b0b,535041494e5f4d5c5741544552462be80606694434bc45073f00006c
29555,partial_path,3\MRTRUCKROOF( ,b0040516609940540600006e0078b120028c030a,335c4d52545255434b524f4f46282001059b1ded47ec0900006e0040
29653,partial_path,_S2\WOOD_*,3f002c50404c0003704a5d00945838cc04ac4206,5f53325c574f4f445f2a981b06694a0a9c3fef9000006c000308cd5d
29688,partial_path,W\SINGTREE0(8,0a9c3fef9000006c000308cd5d00a46b3f1c0108,575c53494e475452454530283808056d0aa646bb3f00006c00034041
30074,partial_path,W\CTYRE',6f0400006c0003b8cf5d00186f335c0a2a1c1d04,575c43545952452708010669af4814489e0000006e00a8e8358c0598
30174,partial_path,NAVARA\COMPLETE,050cd26e48aafd02006e00c445358c0c27ac220c,4e41564152415c434f4d504c455445843f076969116cda3d02090000
30298,partial_path,SCENE\RACE#,d81b0669588f014916a500006e00685331dc0607,5343454e455c5241434523c02b8c120c4d322e584d4c00a8c7e63f40
30314,fragment,M2.XML,31dc06075343454e455c5241434523c02b8c120c,4d322e584d4c00a8c7e63f401f00006e0064f7353c1a2dcc10aff753
30828,full_path,FMV\MICROIDS.PSS,089e3cfd5c07006c00038c30600064a9cc370009,464d565c4d4943524f4944532e50535300696937fe2b40f23f00006e
30903,fragment,S2.BSP,4813006c00229c242f6c0629dc44cd9b53f4f60d,53322e42535000691f4a9a31044038006c000564ad5f00bc455d0023
31132,partial_path,1\CANYON(,326b456b3f00006c000398bc5d0064473e7c0305,315c43414e594f4e281001056d7df3474f2500006e000c22354c03e4
31230,partial_path,"2\DIRT""@B-0B",6df046933d00006c00022c1e6000fc20023c4203,325c444952542240422d304208696969712ed747440200006c000280
31500,partial_path,"S2\I_MHOUSE,",bf78f4418e4c2d6c000374f95d0030193e7c0308,53325c495f4d484f5553452cf83a06692c1ffa41372200006e00c889
32162,partial_path,2\BUSH+hS,0669cd250a3f6e3f00006e00cc4c3cec07fc5c03,325c425553482b6853066917d10944bc2d00006c00032c015e0004ca
32562,partial_path,2\GATE+0,01d41c294022ec676e0050a0ac86581c385c7b03,325c474154452b300c053740c443c62b00006c0003e0de5e00dc652d
32665,full_path,RSE\ITALY1\I2A_DIRT2-TGA.GXI,5d790900323c01110000aa0f0000bd0f00000016,5253455c4954414c59315c4932415f44495254322d5447412e475849
32721,partial_path,\TNG\DATAPSM\COMMONTEXTURES\FL_BODY',dd6300006c00001d241d5f00d8465d0003000000,5c544e475c4441544150534d5c434f4d4d4f4e54455854555245535c
32785,partial_path,ND\NEW\TITLESCREEN|,2a00006c00016070600060002f0e01465264080f,4e445c4e45575c5449544c4553435245454e7c019801015f303239b4
32835,full_path,FMV\CHALL09.PSS|,438ab13404c059006f00f8f75d7a0900016c120c,464d565c4348414c4c30392e5053537c1705421add3d475000006c00
32910,partial_path,COURSE\TURKEY1\SANDTRACK_LFT_BLEND_IN'H,2b227445b63e00006f0094a05f8c0e2f0c030013,434f555253455c5455524b4559315c53414e44545241434b5f4c4654
32970,partial_path,_S1\TOP(,0669c4a7b341d40c00006e0018693c4c018c3404,5f53315c544f50280401076969ccbd0b3f5e0f00006c00027cab5e00
33005,partial_path,FRANCE_S2\DRUM(,0b3f5e0f00006c00027cab5e00c4347c039c120b,4652414e43455f53325c4452554d289807055cd40548983300006f00
33104,full_path,S\PS2\OPTIONS.XML,6e000c0d313c01035343454e455ce40abc460009,535c5053325c4f5054494f4e532e584d4c00699d46c3428e3a00006f
33241,partial_path,RACETEST\SPAIN1,490a9000006c0003b45b5d00f44a2d0c0bbc1f0c,52414345544553545c535041494e31ac1e0592ea013f4a3000006c00
33285,partial_path,1\LO(,00006c0003d01e5f00f07a2dec00bc772b7c0801,315c4c4f28a402076969a1d6cb484b4802006c00036c755f0070882d
33327,fragment,S2.CFL,755f0070882d0c01bc0f0349434f4e545c802703,53322e43464c9c6f04eafa47733600006c00031ca35c00a8dd31ac04
33386,partial_path,2\WHEEL',cc41057c9665406d0f00006e0030d720020c0704,325c574845454c27e0054c9a05cc39d63d7d6e00006c000330e95f00
33460,partial_path,_S3\BURAGO'(,2700006c0003f0f45d00f86d330c019c2a882207,5f53335c42555241474f27280205ad1df541521700006c0003e4d65c
33495,partial_path,2\MRTRUCK SIDEDOOR'4,1df541521700006c0003e4d65c00002b3f0c010f,325c4d52545255434b2053494445444f4f522734010769696acd7145
33652,partial_path,1\F_w,003f3c3f00006e00587f31fc0fbc358c2dec1201,315c465f771246494c2bec0705bcd0e23d392d00006e00cca9372c01
34047,partial_path,W\MUD TO RO(,477c466c0003cca85c0094a2ccc831ec08cc0908,575c4d554420544f20524f28cc0f05a8fc4c3fec2d00006e000cc435
34082,partial_path,2\MARINA_WA+,a8fc4c3fec2d00006e000cc4357c06cc12fc6b08,325c4d4152494e415f57412b800d05cecc8947b83800006e009cf835
34247,partial_path,3\BE,2b3f00006c000310e95c0058d6318c0e2b7c0401,335c424588366437024d554c544929780306691e61f247ea2600006c
34322,fragment,_W2.PSM,0003b4736000e80f337c039c6bae645732acfd0f,5f57322e50534d0069690a369547263e00006c0003a87e6000989038
34468,partial_path,CUPS\CUP-GO,b6da477f6c01006e00a467ac91300c132a0c3308,435550535c4355502d474fcc0805c98abc3e852000006c000360e25f
34601,partial_path,MISC\SKY_D,2b026954e2bc7c6cb37e46b833244c362b6c1605,4d4953435c534b595f449e6f9727cc1b03ec105e00f0b738dc01dc20
34630,partial_path,W\GRASS(,449e6f9727cc1b03ec105e00f0b738dc01dc2004,575c475241535328f00205f7b9d447590900006c000394fe5f000463
35285,partial_path,CLOTHBALLGXM\FUR,1005e4aa2048159200006e001c8f358c049c6a0d,434c4f544842414c4c47584d5c465552bc34028f533a424b4c8e6c00
35324,partial_path,S3\VHUT-,8f533a424b4c8e6c000370645d00e4bf3e2c0a04,53335c564855542d1c2905a989e8404e3f00006c0003d4b05e00b439
35404,fragment,BOX.PSB,00006e002472358c042c2d0a4922442022605307,424f582e5053420024dabc067e8e344dbc236c0127ac1b292c446c8e
35555,partial_path,2\NOI*43,53f5419c1f00006c000384cc5f00acdf3fcc0702,325c4e4f492a343305effeea3f4a3f00006c0003f02f5e00c4af3d0c
35647,partial_path,t3\1H3,45a63800006c0022ec38220c4e2f3c0125dc26be,74335c31483306693aa5a538fef838006c0003b0365e00303ccc2d22
35908,partial_path,HUD\PACENT|,dd1c481a0b00006c0003d0af5f00b88f312c0206,4855445c504143454e547c01535f303125a04305fd334847bf070000
36016,partial_path,"2\CONCRET*8""",45283200006c000318026000a8fb383c06ac0f06,325c434f4e435245542a382203697c1fba3e2d5c4e6c000324625d00
36407,partial_path,"_W\SWEEDE BOA(,",1aee1e45502f00006e006c5c375c029cb18c480a,5f575c53574545444520424f41282c0a052f139144be0500006c0003
36706,full_path,\FMV\CHALL02.PSS,000000110000bd0f0000a80f0000000e01000000,5c464d565c4348414c4c30322e50535300696969bd5bfb46d7fe0000
36750,full_path,\TNG\DATAPSM\COURSE\TURKEY_S2\TREE-TGA.GXI,d7fe00006c00002e0c2e60007c955d0003000000,5c544e475c4441544150534d5c434f555253455c5455524b45595f53
36853,partial_path,FONTS\ARIALITALIC,67d347a00700006c0003b8265f000896311c020e,464f4e54535c415249414c4954414c4943ac01045f32345f30303890
36904,partial_path,SPAIN2\SANDGRASS(4,d98743084000006f008805606a110001353c030d,535041494e325c53414e44475241535328340207696920131d489d08
36942,partial_path,HUD\PACENOTES_022,0207696920131d489d0800006e003c41354c030e,4855445c504143454e4f5445535f30323288100669bb114546b62700
36987,partial_path,M\FUJITSU*,b62700006c0003b07060003c77312c032c4c0506,4d5c46554a495453552a0c0202979f2c3ee050176c00035c556000e4
37022,partial_path,1\MARINA_ALPHA*@,2c3ee050176c00035c556000e404381c01bc2a0b,315c4d4152494e415f414c5048412a400305b33a1e48f17c00006c00
37061,partial_path,MISC\CLOTHBALLGXM(0,3a1e48f17c00006c0003f8a65f001c17312c010e,4d4953435c434c4f544842414c4c47584d283000012e50534d7c4505
37110,partial_path,"Y1\CHECK*,",a3e93f562200006f0064be5f9c2b36ac076c3405,59315c434845434b2a2c020552019e40f63500006c0005b47f5e00d0
37145,partial_path,_M1\FARM2(t,40f63500006c0005b47f5e00d0dc5c003b0c0106,5f4d315c4641524d3228740405ce9c503ffd9000006c0003a4b45f00
37216,partial_path,1\NEU mXY'P,69690b8da546c83d00006e0050bb3c4c03ec6003,315c4e4555206d58592750020535cf4743e13d00006c000378d55f00
37252,partial_path,1\CRATE1',43e13d00006c000378d55f009486384c028c4f05,315c4352415445312704010769695c0bc33d3b0000006c00036c115f
37397,partial_path,2\VHUTWINDOW'$,3d00006c0003dc866000acac31ec02cc328c4309,325c5648555457494e444f572724020769699a6dc743a33a00006e00
37435,partial_path,_M\NEWCOAS(@,9a6dc743a33a00006e00b43535ec0ddc089c2807,5f4d5c4e4557434f415328400308696969bfbbd147ed0900006e0000
37501,partial_path,W_FLIP\TENT)4,45073600006c0003dc1d60002039385c04ac1108,575f464c49505c54454e54293402058b15c443d20c00006c00036ccb
37539,partial_path,2\TOP(P,43d20c00006c00036ccb5c00849c386c049c0802,325c544f50285004056c07333e973a00006f008014603bdc0dbd5d31
37593,partial_path,_W\TFRHG',0105e5619e3f282600006f007cec5e20020c0103,5f575c544652484727100105fda06e455e2400006e00a0c13c6c06bc
37623,partial_path,1\ELDORAUTO',0105fda06e455e2400006e00a0c13c6c06bc4408,315c454c444f524155544f2714010769696e89fb415c3a00006c0003
37663,partial_path,_S3\I2A_DIR*\,415c3a00006c00031c405f005c7a385c058c4508,5f53335c4932415f4449522a5c050504e9f647ff2c00006f00b0e15c
37744,partial_path,_S1\WH),44be0500006c000334605d002899383c029c3303,5f53315c57482984070769690a336a45292600006c0003cc94600008
37809,partial_path,CUPS\MR_MEDAL_T1,c701006c0003a4b25e00bc19311c018806ec1a0d,435550535c4d525f4d4544414c5f5431b4b505a06df746cf3e00006e
37881,partial_path,W2\BAR)x,0669e40a02437e0700006e0074433c1c01ac3503,57325c42415229781f066973604b44ac2000006c000340865e00f099
38075,partial_path,S3\MRTRUCK x'(,1d00006c0003203c5e0020aedc04317c26ac2f08,53335c4d52545255434b2078272818070669b633c33d3b0a00006c00
38246,partial_path,"M1\I_WOODFE""D+)H!",8ec3df4022cc286e002c26ada30135dc28ac1008,4d315c495f574f4f44464522442b29482105130f2a40123f00006e00
38370,partial_path,1\RENAUL($,2010050bfc2e3e9f2100006e00683620032c0205,315c52454e41554c28240201c8b748476c2c6c0004e4215e00785c5d
38558,partial_path,S2\DR+|,05369ab5418f0f00006d00b45c856c8b3c6c2d02,53325c44522b7c0f05b08ce63d620700006c000310fa5f00d0e22001
38769,partial_path,>1\-0,ac46ea1d00006c0003ac615f00a0d6337c062bce,3e315c2d301d086969694a11d847080500006c006c176c002fac08ec
39097,fragment,18.PSB,47751a00006c006e511443313c03acf8300c480c,31382e50534200e0dc82434b2200006c0003bc5d5e004893310c01cc
39208,partial_path,2\VIN*8,a00701562574417ce56e00003b24ec373d6c2202,325c56494e2a381605293e2c40dc3e00006c0003a4755d00f414384c
39462,partial_path,PARTICLES\DEFAULT,ad2848820200006c0003683e5e00f455311c010e,5041525449434c45535c44454641554c54bce50504533d42143f0000
39656,partial_path,M\F_CONC',cd2600006c000294605f0058348c4e8c39dc4a05,4d5c465f434f4e4327f402011cc0fe457c7f6e0054a0ac4a9c26311c
39688,partial_path,3\MUD TO RO)T&,1cc0fe457c7f6e0054a0ac4a9c26311c38bc5c08,335c4d554420544f20524f295426056f0a6b45de2700006c0003680f
39728,partial_path,1\BURAG),2700006c0003680f6000aca7310c04dca3bc0804,315c425552414729f04605e0468b47da3c00006c0003fc656000b468
39830,partial_path,"1\GL,",4b066995252b3e900900006e0038992003dc1501,315c474c2cf05f05fb940c48a43a00006e00782dac2d2ffc0e2cbe20
40106,partial_path,HADOW\SHOWN,2448805c466c0003a8345f007c3a310c01bc4f07,4841444f575c53484f574e084d539801803d05cfb5f847b41200006e
40572,partial_path,W\GATE0(,d14c636c00036c045f00c870312c02dc36cc4004,575c474154453028f807054fa9d33d205800006c0003f88a60001471
40718,full_path,\DATAPSM\COURSE\ITALY_W1\TFRONT-TGA.GXI,0000005c544e47110000a80f0000e90f0000001e,5c4441544150534d5c434f555253455c4954414c595f57315c544652
40782,partial_path,\TNG\DAT*,173a00006c00000210b55c00bc605d0003000000,5c544e475c4441542a0c010002535041494e5f575c435241434b5341
40795,partial_path,SPAIN_W\CRACKSAND_01' ,605d00030000005c544e475c4441542a0c010002,535041494e5f575c435241434b53414e445f30312720010869696990
40844,full_path,VEHICLES\JUMP\WHEEL.PSM,4d48051f00006c0003b0e35d004831312c010011,56454849434c45535c4a554d505c574845454c2e50534d006969695b
40893,partial_path,TURKEY_W\PLANT(,9147a13e00006c0004d4a45e0010d85c372c020b,5455524b45595f575c504c414e542818020581a5bf3efd2100006c00
40934,partial_path,FRANCE_M\SIGN)(,3efd2100006c000360d85c007873310c02cc220a,4652414e43455f4d5c5349474e29280305a9498448107501006d0000
40973,partial_path,SEATBUGGY\CAR,8448107501006d000042005095311c02271c030a,5345415442554747595c4341528819055fe4993fff2800006c000374
41010,partial_path,W\PAVEME)d,e4993fff2800006c000374015e00cc513f0c0205,575c504156454d4529640607696976fd9f3f3b0a00006c005a1000bc
41043,partial_path,W_FLIP\ALUMINIUM'x,6976fd9f3f3b0a00006c005a1000bc20012c030d,575f464c49505c414c554d494e49554d277806056c83bd3ee2f10000
41125,partial_path,S2\STUBLEND_R)(,00006c0006a4fa5f0014a95c000135bc08dc080a,53325c535455424c454e445f522928010369ba1ff7413d5c456c0003
41190,partial_path,ICONS\MC|,0105d92a1d48b26400006c00921a0000305c0305,49434f4e535c4d437c000c2e49434f006969273303483d3600006c00
41232,partial_path,END\NEW\TITLESCREEN\BG_,3d3600006c000394775e00e8a9318c0788650005,454e445c4e45575c5449544c4553435245454e5c42475f9801015f30
41329,partial_path,W\MUDTAR_ROAD' ,47bb3900006c0003dc545f004895385c04cc090a,575c4d55445441525f524f4144272001086969690e99e248c3b00100
41381,fragment,S2.CFL|q,5e88242b7c0f035343454e455c6623545c807c03,53322e43464c7c7105efd5ef46402200006c000394b35d0060e92001
41412,partial_path,2\CHECKS*,ef46402200006c000394b35d0060e920014c0305,325c434845434b532a0c0205d0cddb3d5e1c00006c000258985d00a4
41449,partial_path,EXTURES\MICROID_BLU*,1c00006c000258985d00a4341e014d4d40930001,455854555245535c4d4943524f49445f424c552af8090669eb41e540
41496,partial_path,M1\WALL_02*L,40aa3f00006c000310475f0040bb384c02ac4607,4d315c57414c4c5f30322a4c0205661f9347b63c00006c000344945e
41669,partial_path,W2\MASTERLOGO'(,43142900006c000398905d0080dc38ac04ac080a,57325c4d41535445524c4f474f272801056665ee3df03f00006c0003
41709,partial_path,1\FEK,3df03f00006c000360cf5e001ca7382c02ac8701,315c46454bb4474154288404076969aaee2848da0100006c0003604d
41814,partial_path,S3\I2A_GRAS)d,6968bcfc41023a00006e007026314c0d2fdc1d08,53335c4932415f4752415329640c0599ff2f41c43600006c000374ee
41853,partial_path,M2\FARM5'H,c43600006c000374ee5d0020dd311c032b6c0605,4d325c4641524d3527480506690ce1ff47d53300006e000c0a352c02
41912,partial_path,FONTS\ARIAL,240669bf9fcf47db1600006c00918500313c1508,464f4e54535c415249414cb7005f3132cc230561ca9b3fe93f00006c
41956,partial_path,_W\ROCK(H,3f00006c0003c4245f004429318c05cc1aac3c04,5f575c524f434b28480303694b73bc45bc5c4d6c0001706a5d006c00
42155,partial_path,MISC\OBJECTS\TUMBLEWEED,bb792448a61100006f00a09d6088392f0c050005,4d4953435c4f424a454354535c54554d424c4557454544a801640123
42212,partial_path,S2\NOI)\,1f00006c000328085e000c8a311c02cc23cc3a03,53325c4e4f49295c13058c2d0d480a3b00006e0074e5357c05379c0a
42376,partial_path,1\CASTLE),c63e0d3600006c0003d8986000502b2001bc0505,315c434153544c4529182b066915fec03d2c0000006c006240ac092a
42494,partial_path,S\CHALLENGET,6e0f5c8c313c012cbc0702524f50485922202209,535c4348414c4c454e47455490020353484545542e90af017e984a43
42576,partial_path,1\F_x,3ea03800006c000354c75e00409f38bc06fc1d01,315c465f78af8cd2291c1705edbd7841083a00006c000310ab5c00d0
43069,partial_path,%S\PTm,48f61000006f00a82760309c0d245c35e49c24bf,25535c50546d0f4c414e47554147452e584d4c00043bea40965c236c
43076,fragment,LANGUAGE.XML,a82760309c0d245c35e49c24bf25535c50546d0f,4c414e47554147452e584d4c00043bea40965c236c0003d40e5e00bc
43219,partial_path,KIASPORTAGE\COMPLETE$,0103006c0003d4c35c001cb6313c02272c450002,4b494153504f52544147455c434f4d504c455445240c220572962345
43570,partial_path,W2\DRUM),43580f00006c0003e4775e0038cc38dc18ac1d04,57325c4452554d29c004053cadf64846fd01006c0003e8745d001045
44296,partial_path,S3\CTYR),419d0448224c00033c7b5d0058be380c01bc3404,53335c4354595229e0080528224d44612600006c0003ec3e5e00041a
44664,partial_path,S2\YAU*tX,44ce1600006c000354d75e00f05b382c01bc1203,53325c5941552a745805c07f4a48d0c802006c0003640d60006ce331
44724,partial_path,W\SOLIDx,3eb3db447df700006e003c9137bc1b8cfbac1004,575c534f4c4944781928a8060369417dd744575cdd6c0003980d5f00
44803,full_path,\TNG\DATAPSM\COURSE\ITALY_S2\DRUM2-TGA.GXI,000000110000e90f0000bf0f0000002603000000,5c544e475c4441544150534d5c434f555253455c4954414c595f5332
44874,partial_path,FRANCE2\CHECKS(,006c0009440e5d00741d5d0003000000320c010b,4652414e4345325c434845434b53280c0105943f2d418e3e00006c00
44915,partial_path,"M1_FLIP\VHUTDOOR(,",418e3e00006c00019c315f006000360c01bc100d,4d315f464c49505c56485554444f4f52282c01054b984b4308400000
44959,partial_path,SPAIN1\SAND ROCK L(,084000006c000684a45f00a85e5d0001353c020f,535041494e315c53414e4420524f434b204c281c0105e445743e7c3f
45113,partial_path,FONTS\ARIAL,a2d1478d0a00006c00034c9a5f00f41f310c0108,464f4e54535c415249414cb400045f32345f303134b83e06693d93eb
45198,partial_path,2\HOTEL- fAIA' ,43ef3b00006c00035c996000d05e381c019c3506,325c484f54454c2d20664149412720010869696908d73e478e3d0000
45279,partial_path,M\CANYON_TRACK_LEFT(,4346623d00006c0002a4695f00ec20014c010001,4d5c43414e594f4e5f545241434b5f4c45465428940205a6ee2c413f
45363,partial_path,W2\I2A_d^,43223e00006c0003b82e5d00ccb438bc03ac0904,57325c4932415f645e885428e00c0280554b46be4c706c0003fcf05d
45400,partial_path,M\PLANE01(t,4b46be4c706c0003fcf05d003ce8385c02dc3906,4d5c504c414e4530312874030469693347ea3d2c5c6d6f00d83f6069
45438,partial_path,EXTURES\TROPHYGOL(,3d2c5c6d6f00d83f60694300312e0f4d4d4c190e,455854555245535c54524f504859474f4c28c80c02692e073a476c78
45547,partial_path,M\NOISE(,469c1f00006c000348755e009c0f382c01dc1204,4d5c4e4f49534528940405ebf6743ee22100006f0048285e368c049c
45579,partial_path,2\SIGN*,f6743ee22100006f0048285e368c049caebc1103,325c5349474e2aa405058642e43dba0100006c0003bc175d0048b633
45712,partial_path,SCENE\ICONT,c5bc48f4d101006c000350205e00aca12d3c0208,5343454e455c49434f4e54b0d20b312e43464c007f9290446c270000
45783,partial_path,END\NEW\TITLESCREEN|,00006c00036cf75e0068d82d0c027ce294710001,454e445c4e45575c5449544c4553435245454e7c019801015f303236
45908,partial_path,M1\MRTRUCK p,1700006c0003107a5d005454318c03dcb7ac8708,4d315c4d52545255434b2070d22cd81d0369c6af983fe040ed6c0003
45948,partial_path,_W\MARINA_ALPHA)< ,983fe040ed6c000384605e00aca3383c01ac5a0c,5f575c4d4152494e415f414c504841293c20058b031c48e50100006c
45989,full_path,HUD\PACENOTES.PSB,1c48e50100006c0003e0a05f0098c8312c010009,4855445c504143454e4f5445532e505342006913fd0743c92b00006c
