record_index,record_offset,record_offset_hex,sig8,body_prefix,tail_sig8,branch_family,field_pos_dec,field_pos_hex,cand_off,cand_off_hex,cluster_start,cluster_start_hex,cluster_end,cluster_end_hex,bank_id
179,983831692,0x3AA4148C,0000010c43fc6f25,9201,0000010d43fc8db2,0000010c43fc6f25|9201,140,0x08C,481764615,0x1CB72507,481757162,0x1CB707EA,484739865,0x1CE48B19,BANK_10
124,587744894,0x2308467E,0000010c43fc6f92,c807,0000010d425e418f,0000010c43fc6f92|c807,20,0x014,879179335,0x34673647,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16
184,985678995,0x3AC04493,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,20,0x014,879179463,0x346736C7,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16
198,988600246,0x3AECD7B6,0000010c43fc6f92,c807,0000010d425e418f,0000010c43fc6f92|c807,20,0x014,879179335,0x34673647,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16
204,989367696,0x3AF88D90,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,20,0x014,879179463,0x346736C7,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16
210,990075125,0x3B0358F5,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,20,0x014,879179335,0x34673647,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16
225,992314643,0x3B258513,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,20,0x014,879179335,0x34673647,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16
17,178122482,0x0A9DEEF2,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,108,0x06C,443082228,0x1A68E5F4,443076065,0x1A68CDE1,448145427,0x1AB62813,BANK_08
36,181858884,0x0AD6F244,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,108,0x06C,443082228,0x1A68E5F4,443076065,0x1A68CDE1,448145427,0x1AB62813,BANK_08
103,583875045,0x22CD39E5,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,108,0x06C,443082228,0x1A68E5F4,443076065,0x1A68CDE1,448145427,0x1AB62813,BANK_08
122,587611447,0x23063D37,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,108,0x06C,443082228,0x1A68E5F4,443076065,0x1A68CDE1,448145427,0x1AB62813,BANK_08
196,988471154,0x3AEADF72,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,108,0x06C,443082228,0x1A68E5F4,443076065,0x1A68CDE1,448145427,0x1AB62813,BANK_08
214,990715668,0x3B0D1F14,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,108,0x06C,886098665,0x34D0CAE9,886098499,0x34D0CA43,889932355,0x350B4A43,BANK_17
223,992182042,0x3B237F1A,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,108,0x06C,443082228,0x1A68E5F4,443076065,0x1A68CDE1,448145427,0x1AB62813,BANK_08
23,178892516,0x0AA9AEE4,0000010c43fc6f92,c807,0000010d4368314c,0000010c43fc6f92|c807,136,0x088,582684544,0x22BB0F80,582678437,0x22BAF7A5,592104270,0x234ACB4E,BANK_12
42,182622550,0x0AE29956,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,136,0x088,582684544,0x22BB0F80,582678437,0x22BAF7A5,592104270,0x234ACB4E,BANK_12
109,584645079,0x22D8F9D7,0000010c43fc6f92,c807,0000010d4368314c,0000010c43fc6f92|c807,136,0x088,582684544,0x22BB0F80,582678437,0x22BAF7A5,592104270,0x234ACB4E,BANK_12
128,588375113,0x2311E449,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,136,0x088,582684544,0x22BB0F80,582678437,0x22BAF7A5,592104270,0x234ACB4E,BANK_12
202,989237529,0x3AF69119,0000010c43fc6f92,c807,0000010d427d8606,0000010c43fc6f92|c807,136,0x088,582684544,0x22BB0F80,582678437,0x22BAF7A5,592104270,0x234ACB4E,BANK_12
229,992939521,0x3B2F0E01,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,136,0x088,582684544,0x22BB0F80,582678437,0x22BAF7A5,592104270,0x234ACB4E,BANK_12
6,175317904,0x0A732390,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,140,0x08C,16304366,0x00F8C8EE,16296180,0x00F8A8F4,16856694,0x01013676,BANK_01
23,178892516,0x0AA9AEE4,0000010c43fc6f92,c807,0000010d4368314c,0000010c43fc6f92|c807,140,0x08C,555352293,0x211A00E5,555337255,0x2119C627,572121641,0x2219E229,BANK_11
25,179023206,0x0AABAD66,0000010c43fc6f92,c807,0000010d43d84188,0000010c43fc6f92|c807,140,0x08C,16304366,0x00F8C8EE,16296180,0x00F8A8F4,16856694,0x01013676,BANK_01
42,182622550,0x0AE29956,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,140,0x08C,555352293,0x211A00E5,555337255,0x2119C627,572121641,0x2219E229,BANK_11
92,581070467,0x22A26E83,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,140,0x08C,16304366,0x00F8C8EE,16296180,0x00F8A8F4,16856694,0x01013676,BANK_01
109,584645079,0x22D8F9D7,0000010c43fc6f92,c807,0000010d4368314c,0000010c43fc6f92|c807,140,0x08C,555352293,0x211A00E5,555337255,0x2119C627,572121641,0x2219E229,BANK_11
111,584775769,0x22DAF859,0000010c43fc6f92,c807,0000010d43d84188,0000010c43fc6f92|c807,140,0x08C,16304366,0x00F8C8EE,16296180,0x00F8A8F4,16856694,0x01013676,BANK_01
128,588375113,0x2311E449,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,140,0x08C,555352293,0x211A00E5,555337255,0x2119C627,572121641,0x2219E229,BANK_11
184,985678995,0x3AC04493,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,140,0x08C,16304366,0x00F8C8EE,16296180,0x00F8A8F4,16856694,0x01013676,BANK_01
202,989237529,0x3AF69119,0000010c43fc6f92,c807,0000010d427d8606,0000010c43fc6f92|c807,140,0x08C,555352293,0x211A00E5,555337255,0x2119C627,572121641,0x2219E229,BANK_11
204,989367696,0x3AF88D90,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,140,0x08C,16304366,0x00F8C8EE,16296180,0x00F8A8F4,16856694,0x01013676,BANK_01
229,992939521,0x3B2F0E01,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,140,0x08C,555352293,0x211A00E5,555337255,0x2119C627,572121641,0x2219E229,BANK_11
214,990715668,0x3B0D1F14,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,148,0x094,67815195,0x040AC71B,67812318,0x040ABBDE,78987302,0x04B54026,BANK_03
6,175317904,0x0A732390,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,164,0x0A4,416934083,0x18D9E8C3,416917131,0x18D9A68B,417852280,0x18E7EB78,BANK_05
17,178122482,0x0A9DEEF2,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,164,0x0A4,461803917,0x1B86918D,461793930,0x1B866A8A,466512796,0x1BCE6B9C,BANK_09
25,179023206,0x0AABAD66,0000010c43fc6f92,c807,0000010d43d84188,0000010c43fc6f92|c807,164,0x0A4,416934083,0x18D9E8C3,416917131,0x18D9A68B,417852280,0x18E7EB78,BANK_05
36,181858884,0x0AD6F244,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,164,0x0A4,461803917,0x1B86918D,461793930,0x1B866A8A,466512796,0x1BCE6B9C,BANK_09
92,581070467,0x22A26E83,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,164,0x0A4,416934083,0x18D9E8C3,416917131,0x18D9A68B,417852280,0x18E7EB78,BANK_05
103,583875045,0x22CD39E5,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,164,0x0A4,461803917,0x1B86918D,461793930,0x1B866A8A,466512796,0x1BCE6B9C,BANK_09
111,584775769,0x22DAF859,0000010c43fc6f92,c807,0000010d43d84188,0000010c43fc6f92|c807,164,0x0A4,416934083,0x18D9E8C3,416917131,0x18D9A68B,417852280,0x18E7EB78,BANK_05
122,587611447,0x23063D37,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,164,0x0A4,461803917,0x1B86918D,461793930,0x1B866A8A,466512796,0x1BCE6B9C,BANK_09
184,985678995,0x3AC04493,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,164,0x0A4,416934083,0x18D9E8C3,416917131,0x18D9A68B,417852280,0x18E7EB78,BANK_05
196,988471154,0x3AEADF72,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,164,0x0A4,461803917,0x1B86918D,461793930,0x1B866A8A,466512796,0x1BCE6B9C,BANK_09
204,989367696,0x3AF88D90,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,164,0x0A4,416934083,0x18D9E8C3,416917131,0x18D9A68B,417852280,0x18E7EB78,BANK_05
223,992182042,0x3B237F1A,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,164,0x0A4,461803917,0x1B86918D,461793930,0x1B866A8A,466512796,0x1BCE6B9C,BANK_09
9,176241451,0x0A813B2B,0000010c43fc6f92,c900,0000010d43fc7961,0000010c43fc6f92|c900,20,0x014,912733895,0x366736C7,912733413,0x366734E5,916466430,0x36A02AFE,BANK_18
14,177509007,0x0A94928F,0000010c43fc6f92,c900,0000010d43fc7b43,0000010c43fc6f92|c900,20,0x014,968047002,0x39B3399A,968039992,0x39B31E38,976789048,0x3A389E38,BANK_20
29,179881906,0x0AB8C7B2,0000010c43fc6f92,c900,0000010d43fc7961,0000010c43fc6f92|c900,20,0x014,912733895,0x366736C7,912733413,0x366734E5,916466430,0x36A02AFE,BANK_18
64,202189731,0x0C0D2BA3,0000010c43fc6f92,c900,0000010d43fc754b,0000010c43fc6f92|c900,20,0x014,462781270,0x1B957B56,462769437,0x1B954D1D,466512796,0x1BCE6B9C,BANK_09
95,581994014,0x22B0861E,0000010c43fc6f92,c900,0000010d43fc7961,0000010c43fc6f92|c900,20,0x014,912733895,0x366736C7,912733413,0x366734E5,916466430,0x36A02AFE,BANK_18
100,583261570,0x22C3DD82,0000010c43fc6f92,c900,0000010d43fc7b43,0000010c43fc6f92|c900,20,0x014,968047002,0x39B3399A,968039992,0x39B31E38,976789048,0x3A389E38,BANK_20
115,585634469,0x22E812A5,0000010c43fc6f92,c900,0000010d43fc7961,0000010c43fc6f92|c900,20,0x014,912733895,0x366736C7,912733413,0x366734E5,916466430,0x36A02AFE,BANK_18
150,607942294,0x243C7696,0000010c43fc6f92,c900,0000010d43fc754b,0000010c43fc6f92|c900,20,0x014,462781270,0x1B957B56,462769437,0x1B954D1D,466512796,0x1BCE6B9C,BANK_09
188,986598477,0x3ACE4C4D,0000010c43fc6f92,c900,0000010d43fc7961,0000010c43fc6f92|c900,20,0x014,912733895,0x366736C7,912733413,0x366734E5,916466430,0x36A02AFE,BANK_18
193,987860210,0x3AE18CF2,0000010c43fc6f92,c900,0000010d43fc7b43,0000010c43fc6f92|c900,20,0x014,968047002,0x39B3399A,968039992,0x39B31E38,976789048,0x3A389E38,BANK_20
211,990142392,0x3B045FB8,0000010c43fc6f92,c900,0000010d43fc7943,0000010c43fc6f92|c900,20,0x014,912733895,0x366736C7,912733413,0x366734E5,916466430,0x36A02AFE,BANK_18
212,990220055,0x3B058F17,0000010c43fc6f92,c900,0000010d43fc7961,0000010c43fc6f92|c900,20,0x014,912733895,0x366736C7,912733413,0x366734E5,916466430,0x36A02AFE,BANK_18
222,991727890,0x3B1C9112,0000010c43fc6f92,c900,0000010d43fc7b43,0000010c43fc6f92|c900,20,0x014,968047002,0x39B3399A,968039992,0x39B31E38,976789048,0x3A389E38,BANK_20
226,992389012,0x3B26A794,0000010c43fc6f92,c900,0000010d43fc7943,0000010c43fc6f92|c900,20,0x014,912733895,0x366736C7,912733413,0x366734E5,916466430,0x36A02AFE,BANK_18
239,1009308466,0x3C28D332,0000010c43fc6f92,c900,0000010d43fc754b,0000010c43fc6f92|c900,20,0x014,925530966,0x372A7B56,925526805,0x372A6B15,928623381,0x3759AB15,BANK_19
258,1012393593,0x3C57E679,0000010c43fc6f92,c900,0000010d43fc754b,0000010c43fc6f92|c900,20,0x014,462781270,0x1B957B56,462769437,0x1B954D1D,466512796,0x1BCE6B9C,BANK_09
14,177509007,0x0A94928F,0000010c43fc6f92,c900,0000010d43fc7b43,0000010c43fc6f92|c900,140,0x08C,15045085,0x00E591DD,15024486,0x00E54166,16856694,0x01013676,BANK_01
20,178315593,0x0AA0E149,0000010c43fc6f92,c900,0000010d43fc7943,0000010c43fc6f92|c900,140,0x08C,436266275,0x1A00E523,436253011,0x1A00B153,442067494,0x1A596A26,BANK_07
39,182067250,0x0ADA2032,0000010c43fc6f92,c900,0000010d429061db,0000010c43fc6f92|c900,140,0x08C,436266275,0x1A00E523,436253011,0x1A00B153,442067494,0x1A596A26,BANK_07
100,583261570,0x22C3DD82,0000010c43fc6f92,c900,0000010d43fc7b43,0000010c43fc6f92|c900,140,0x08C,15045085,0x00E591DD,15024486,0x00E54166,16856694,0x01013676,BANK_01
106,584068156,0x22D02C3C,0000010c43fc6f92,c900,0000010d43fc7943,0000010c43fc6f92|c900,140,0x08C,436266275,0x1A00E523,436253011,0x1A00B153,442067494,0x1A596A26,BANK_07
125,587819813,0x23096B25,0000010c43fc6f92,c900,0000010d429061db,0000010c43fc6f92|c900,140,0x08C,436266275,0x1A00E523,436253011,0x1A00B153,442067494,0x1A596A26,BANK_07
193,987860210,0x3AE18CF2,0000010c43fc6f92,c900,0000010d43fc7b43,0000010c43fc6f92|c900,140,0x08C,15045085,0x00E591DD,15024486,0x00E54166,16856694,0x01013676,BANK_01
199,988663347,0x3AEDCE33,0000010c43fc6f92,c900,0000010d43fc7943,0000010c43fc6f92|c900,140,0x08C,436266275,0x1A00E523,436253011,0x1A00B153,442067494,0x1A596A26,BANK_07
226,992389012,0x3B26A794,0000010c43fc6f92,c900,0000010d43fc7943,0000010c43fc6f92|c900,140,0x08C,436266275,0x1A00E523,436253011,0x1A00B153,442067494,0x1A596A26,BANK_07
255,1011900377,0x3C505FD9,0000010c43fc6f92,c900,0000010d43fc7761,0000010c43fc6f92|c900,140,0x08C,589651004,0x23255C3C,589637657,0x23252819,592104270,0x234ACB4E,BANK_12
9,176241451,0x0A813B2B,0000010c43fc6f92,c900,0000010d43fc7961,0000010c43fc6f92|c900,148,0x094,48099910,0x02DDF246,48063314,0x02DD6352,54355023,0x033D644F,BANK_02
29,179881906,0x0AB8C7B2,0000010c43fc6f92,c900,0000010d43fc7961,0000010c43fc6f92|c900,148,0x094,48099910,0x02DDF246,48063314,0x02DD6352,54355023,0x033D644F,BANK_02
95,581994014,0x22B0861E,0000010c43fc6f92,c900,0000010d43fc7961,0000010c43fc6f92|c900,148,0x094,48099910,0x02DDF246,48063314,0x02DD6352,54355023,0x033D644F,BANK_02
115,585634469,0x22E812A5,0000010c43fc6f92,c900,0000010d43fc7961,0000010c43fc6f92|c900,148,0x094,48099910,0x02DDF246,48063314,0x02DD6352,54355023,0x033D644F,BANK_02
187,986533027,0x3ACD4CA3,0000010c43fc6f92,c900,0000010d43fc7943,0000010c43fc6f92|c900,148,0x094,12767046,0x00C2CF46,12744002,0x00C27542,16856694,0x01013676,BANK_01
188,986598477,0x3ACE4C4D,0000010c43fc6f92,c900,0000010d43fc7961,0000010c43fc6f92|c900,148,0x094,48099910,0x02DDF246,48063314,0x02DD6352,54355023,0x033D644F,BANK_02
212,990220055,0x3B058F17,0000010c43fc6f92,c900,0000010d43fc7961,0000010c43fc6f92|c900,148,0x094,48099910,0x02DDF246,48063314,0x02DD6352,54355023,0x033D644F,BANK_02
14,177509007,0x0A94928F,0000010c43fc6f92,c900,0000010d43fc7b43,0000010c43fc6f92|c900,164,0x0A4,589004056,0x231B7D18,588994251,0x231B56CB,592104270,0x234ACB4E,BANK_12
20,178315593,0x0AA0E149,0000010c43fc6f92,c900,0000010d43fc7943,0000010c43fc6f92|c900,164,0x0A4,848063732,0x328C6CF4,848054827,0x328C4A2B,853625387,0x32E14A2B,BANK_14
39,182067250,0x0ADA2032,0000010c43fc6f92,c900,0000010d429061db,0000010c43fc6f92|c900,164,0x0A4,848063732,0x328C6CF4,848054827,0x328C4A2B,853625387,0x32E14A2B,BANK_14
100,583261570,0x22C3DD82,0000010c43fc6f92,c900,0000010d43fc7b43,0000010c43fc6f92|c900,164,0x0A4,589004056,0x231B7D18,588994251,0x231B56CB,592104270,0x234ACB4E,BANK_12
106,584068156,0x22D02C3C,0000010c43fc6f92,c900,0000010d43fc7943,0000010c43fc6f92|c900,164,0x0A4,848063732,0x328C6CF4,848054827,0x328C4A2B,853625387,0x32E14A2B,BANK_14
125,587819813,0x23096B25,0000010c43fc6f92,c900,0000010d429061db,0000010c43fc6f92|c900,164,0x0A4,848063732,0x328C6CF4,848054827,0x328C4A2B,853625387,0x32E14A2B,BANK_14
193,987860210,0x3AE18CF2,0000010c43fc6f92,c900,0000010d43fc7b43,0000010c43fc6f92|c900,164,0x0A4,589004056,0x231B7D18,588994251,0x231B56CB,592104270,0x234ACB4E,BANK_12
199,988663347,0x3AEDCE33,0000010c43fc6f92,c900,0000010d43fc7943,0000010c43fc6f92|c900,164,0x0A4,848063732,0x328C6CF4,848054827,0x328C4A2B,853625387,0x32E14A2B,BANK_14
206,989504967,0x3AFAA5C7,0000010c43fc6f92,c900,0000010d43fc7b61,0000010c43fc6f92|c900,164,0x0A4,589004056,0x231B7D18,588994251,0x231B56CB,592104270,0x234ACB4E,BANK_12
213,990295613,0x3B06B63D,0000010c43fc6f92,c900,0000010d43fc7943,0000010c43fc6f92|c900,164,0x0A4,567607312,0x21D50010,567597715,0x21D4DA93,572121641,0x2219E229,BANK_11
226,992389012,0x3B26A794,0000010c43fc6f92,c900,0000010d43fc7943,0000010c43fc6f92|c900,164,0x0A4,848063732,0x328C6CF4,848054827,0x328C4A2B,853625387,0x32E14A2B,BANK_14
0,48602151,0x02E59C27,0000010c43fc6ff3,d6cd,0000010d423fce81,0000010c43fc6ff3|d6cd,164,0x0A4,569682406,0x21F4A9E6,569679297,0x21F49DC1,572121641,0x2219E229,BANK_11
86,454354714,0x1B14E71A,0000010c43fc6ff3,d6cd,0000010d423fce81,0000010c43fc6ff3|d6cd,164,0x0A4,569682406,0x21F4A9E6,569679297,0x21F49DC1,572121641,0x2219E229,BANK_11
172,859780612,0x333F3604,0000010c43fc6ff3,d6cd,0000010d43fce064,0000010c43fc6ff3|d6cd,164,0x0A4,569682406,0x21F4A9E6,569679297,0x21F49DC1,572121641,0x2219E229,BANK_11
