index,off,off_hex,rid_07_rel,rid_08_rel,rid_09_rel,rid_0A_rel,rid_0B_rel
9043,409991074,0x186FF7A2,-1,-1,-1,96,-1
9044,410013287,0x18704E67,-1,-1,-1,96,-1
9045,410057505,0x1870FB21,-1,-1,-1,96,536
9046,410080449,0x187154C1,-1,-1,-1,96,-1
9047,410090622,0x18717C7E,-1,-1,-1,96,-1
9048,410108279,0x1871C177,-1,-1,-1,96,-1
9049,410192750,0x18730B6E,-1,-1,-1,96,-1
9050,410200921,0x18732B59,-1,-1,-1,96,-1
9051,410207110,0x18734386,-1,-1,-1,96,-1
9052,410215050,0x1873628A,-1,-1,-1,96,-1
9053,410222890,0x1873812A,-1,-1,-1,96,528
9054,410241871,0x1873CB4F,-1,-1,-1,96,-1
9055,410273273,0x187445F9,-1,-1,-1,96,468
9056,410307804,0x1874CCDC,-1,-1,-1,96,-1
9057,410315887,0x1874EC6F,-1,-1,-1,96,-1
9058,410321609,0x187502C9,-1,-1,-1,96,-1
9059,410359860,0x18759834,-1,-1,-1,96,-1
9060,410404022,0x187644B6,-1,-1,-1,96,-1
9061,410439639,0x1876CFD7,-1,-1,-1,96,-1
9062,410562539,0x1878AFEB,-1,-1,-1,96,-1
9063,410573422,0x1878DA6E,-1,-1,-1,96,-1
9064,410613739,0x187977EB,-1,-1,-1,96,-1
9065,410653774,0x187A144E,-1,-1,-1,96,-1
9066,410717927,0x187B0EE7,-1,-1,-1,96,-1
9067,410735677,0x187B543D,-1,-1,-1,96,-1
9068,410771364,0x187BDFA4,-1,-1,-1,96,-1
9069,410798620,0x187C4A1C,-1,-1,-1,96,-1
9070,410820736,0x187CA080,-1,-1,-1,96,565
9071,410828397,0x187CBE6D,-1,-1,-1,96,-1
9072,410865847,0x187D50B7,-1,-1,-1,96,-1
9073,410965364,0x187ED574,-1,-1,-1,96,-1
9074,410994470,0x187F4726,-1,-1,-1,96,-1
9075,411015880,0x187F9AC8,-1,-1,-1,96,-1
9076,411043093,0x18800515,-1,-1,-1,96,-1
9077,411054204,0x1880307C,-1,-1,-1,96,-1
9078,411090538,0x1880BE6A,-1,-1,-1,96,-1
9079,411097645,0x1880DA2D,-1,-1,-1,96,544
9080,411109590,0x188108D6,-1,-1,-1,96,-1
9081,411122008,0x18813958,-1,-1,-1,96,492
9082,411158793,0x1881C909,-1,-1,-1,96,-1
9083,411181515,0x188221CB,-1,-1,-1,96,-1
9084,411196491,0x18825C4B,-1,-1,-1,96,-1
9085,411212712,0x18829BA8,-1,-1,-1,96,-1
9086,411260157,0x188354FD,-1,-1,-1,96,-1
9087,411296377,0x1883E279,-1,-1,-1,96,-1
9088,411312275,0x18842093,-1,-1,-1,96,-1
9089,411398635,0x188571EB,-1,-1,-1,96,-1
9090,411425498,0x1885DADA,-1,-1,-1,96,-1
9091,411477430,0x1886A5B6,-1,-1,-1,96,-1
9092,411570139,0x18880FDB,-1,-1,-1,96,-1
9093,411593089,0x18886981,-1,-1,-1,96,-1
9094,411653704,0x18895648,-1,-1,-1,96,-1
9095,411678810,0x1889B85A,-1,-1,-1,96,-1
9096,411724771,0x188A6BE3,-1,-1,-1,96,-1
9097,411747964,0x188AC67C,-1,-1,-1,96,-1
9098,411775196,0x188B30DC,-1,-1,-1,96,-1
9099,411785748,0x188B5A14,-1,-1,-1,96,604
9100,411820025,0x188BDFF9,-1,-1,-1,96,-1
9101,411827513,0x188BFD39,-1,-1,-1,96,-1
9102,411891225,0x188CF619,-1,-1,-1,96,-1
9103,411910184,0x188D4028,-1,-1,-1,96,-1
9104,411922450,0x188D7012,-1,-1,-1,96,-1
9105,411954359,0x188DECB7,-1,-1,-1,96,-1
9106,412010744,0x188EC8F8,-1,-1,-1,96,-1
9107,412098269,0x18901EDD,-1,-1,-1,96,560
9108,412136532,0x1890B454,-1,-1,-1,96,-1
9109,412147306,0x1890DE6A,-1,-1,-1,96,581
9110,412172735,0x189141BF,-1,-1,-1,96,-1
9111,412180314,0x18915F5A,-1,-1,-1,96,-1
9112,412209739,0x1891D24B,-1,-1,-1,96,-1
9113,412244389,0x189259A5,-1,-1,-1,96,-1
9114,412251146,0x1892740A,-1,-1,-1,96,-1
9115,412270758,0x1892C0A6,-1,-1,-1,96,-1
9116,412313824,0x189368E0,-1,-1,-1,96,-1
9117,412330658,0x1893AAA2,-1,-1,-1,96,-1
9118,412338345,0x1893C8A9,-1,-1,-1,96,-1
9119,412359122,0x189419D2,-1,-1,-1,96,-1
9120,412379553,0x189469A1,-1,-1,-1,96,-1
9121,412404873,0x1894CC89,-1,-1,-1,96,-1
9122,412438379,0x18954F6B,-1,-1,-1,96,-1
9123,412445135,0x189569CF,-1,-1,-1,96,-1
9124,412452106,0x1895850A,-1,-1,-1,96,444
9125,412463937,0x1895B341,-1,-1,-1,96,-1
9126,412476674,0x1895E502,-1,-1,-1,96,543
9127,412488900,0x189614C4,-1,-1,-1,96,-1
9128,412512220,0x18966FDC,-1,-1,-1,96,-1
9129,412551416,0x189708F8,-1,-1,-1,96,-1
9130,412597058,0x1897BB42,-1,-1,-1,96,-1
9131,412672961,0x1898E3C1,-1,-1,-1,96,-1
9132,412698117,0x18994605,-1,-1,-1,96,-1
9133,412705810,0x18996412,-1,-1,-1,96,-1
9134,412718036,0x189993D4,-1,-1,-1,96,-1
9135,412742943,0x1899F51F,-1,-1,-1,96,-1
9136,412753578,0x189A1EAA,-1,-1,-1,96,-1
9137,412782188,0x189A8E6C,-1,-1,-1,96,-1
9138,412846964,0x189B8B74,-1,-1,-1,96,-1
9139,412865053,0x189BD21D,-1,-1,-1,96,-1
9140,412909102,0x189C7E2E,-1,-1,-1,96,-1
9141,413011870,0x189E0F9E,-1,-1,-1,96,-1
9142,413032403,0x189E5FD3,-1,-1,-1,96,-1
9143,413039784,0x189E7CA8,-1,-1,-1,96,-1
9144,413063085,0x189ED7AD,-1,-1,-1,96,-1
9145,413133751,0x189FEBB7,-1,-1,-1,96,-1
9146,413195326,0x18A0DC3E,-1,-1,-1,96,590
9147,413205935,0x18A105AF,-1,-1,-1,96,-1
9148,413281471,0x18A22CBF,-1,-1,-1,96,-1
9149,413288346,0x18A2479A,-1,-1,-1,96,-1
9150,413295469,0x18A2636D,-1,-1,-1,96,-1
9151,413363029,0x18A36B55,-1,-1,-1,96,-1
9152,413376268,0x18A39F0C,-1,-1,-1,96,545
9153,413388325,0x18A3CE25,-1,-1,-1,96,-1
9154,413409396,0x18A42074,-1,-1,-1,96,-1
9155,413458442,0x18A4E00A,-1,-1,-1,96,-1
9156,413476244,0x18A52594,-1,-1,-1,96,-1
9157,413488031,0x18A5539F,-1,-1,-1,96,-1
9158,413494774,0x18A56DF6,-1,-1,-1,96,-1
9159,413519083,0x18A5CCEB,-1,-1,-1,96,-1
9160,413541727,0x18A6255F,-1,-1,-1,96,-1
9161,413554420,0x18A656F4,-1,-1,-1,96,-1
9162,413575759,0x18A6AA4F,-1,-1,-1,96,-1
9163,413610126,0x18A7308E,-1,-1,-1,96,-1
9164,413621120,0x18A75B80,-1,-1,-1,96,-1
9165,413634021,0x18A78DE5,-1,-1,-1,96,-1
9166,413704176,0x18A89FF0,-1,-1,-1,96,-1
9167,413752621,0x18A95D2D,-1,-1,-1,96,-1
9168,413793704,0x18A9FDA8,-1,-1,-1,96,-1
9169,413855155,0x18AAEDB3,-1,-1,-1,96,-1
9170,413882212,0x18AB5764,-1,-1,-1,96,-1
9171,413908734,0x18ABBEFE,-1,-1,-1,96,-1
9172,413945100,0x18AC4D0C,-1,-1,-1,96,-1
9173,413967939,0x18ACA643,-1,-1,-1,96,-1
9174,414122383,0x18AF018F,-1,-1,-1,96,372
9175,414164763,0x18AFA71B,-1,-1,-1,96,-1
9176,414182867,0x18AFEDD3,-1,-1,-1,96,-1
9177,414210910,0x18B05B5E,-1,-1,-1,96,-1
9178,414216715,0x18B0720B,-1,-1,-1,96,-1
9179,414239239,0x18B0CA07,-1,-1,-1,96,-1
9180,414256894,0x18B10EFE,-1,-1,-1,96,-1
9181,414271847,0x18B14967,-1,-1,-1,96,-1
9182,414287193,0x18B18559,-1,-1,-1,96,467
9183,414336589,0x18B2464D,-1,-1,-1,96,-1
9184,414370648,0x18B2CB58,-1,-1,-1,96,-1
9185,414383572,0x18B2FDD4,-1,-1,-1,96,-1
9186,414393659,0x18B3253B,-1,-1,-1,96,327
9187,414402645,0x18B34855,-1,-1,-1,96,-1
9188,414438006,0x18B3D276,-1,-1,-1,96,-1
9189,414457034,0x18B41CCA,-1,-1,-1,96,-1
9190,414487155,0x18B49273,-1,-1,-1,96,-1
9191,414492916,0x18B4A8F4,-1,-1,-1,96,368
9192,414507197,0x18B4E0BD,-1,-1,-1,96,-1
9193,414526239,0x18B52B1F,-1,-1,-1,96,-1
9194,414577085,0x18B5F1BD,-1,-1,-1,96,-1
9195,414608654,0x18B66D0E,-1,-1,-1,96,560
9196,414617170,0x18B68E52,-1,-1,-1,96,355
9197,414640826,0x18B6EABA,-1,-1,-1,96,-1
9198,414650029,0x18B70EAD,-1,-1,-1,96,422
9199,414658093,0x18B72E2D,-1,-1,-1,96,-1
9200,414706369,0x18B7EAC1,-1,-1,-1,96,-1
9201,414715321,0x18B80DB9,-1,-1,-1,96,483
9202,414723855,0x18B82F0F,-1,-1,-1,96,-1
9203,414746862,0x18B888EE,-1,-1,-1,96,-1
9204,414782196,0x18B912F4,-1,-1,-1,96,420
9205,414792664,0x18B93BD8,-1,-1,-1,96,-1
9206,414798653,0x18B9533D,-1,-1,-1,96,376
9207,414808916,0x18B97B54,-1,-1,-1,96,-1
9208,414814938,0x18B992DA,-1,-1,-1,96,444
9209,414825163,0x18B9BACB,-1,-1,-1,96,-1
9210,414831559,0x18B9D3C7,-1,-1,-1,96,439
9211,414847216,0x18BA10F0,-1,-1,-1,96,-1
9212,414886535,0x18BAAA87,-1,-1,-1,96,-1
9213,414922293,0x18BB3635,-1,-1,-1,96,-1
9214,414963064,0x18BBD578,-1,-1,-1,96,-1
9215,415018172,0x18BCACBC,-1,-1,-1,96,-1
9216,415028198,0x18BCD3E6,-1,-1,-1,96,604
9217,415045605,0x18BD17E5,-1,-1,-1,96,569
9218,415095406,0x18BDDA6E,-1,-1,-1,96,-1
9219,415105362,0x18BE0152,-1,-1,-1,96,-1
9220,415115148,0x18BE278C,-1,-1,-1,96,-1
9221,415184792,0x18BF3798,-1,-1,-1,96,504
9222,415190487,0x18BF4DD7,-1,-1,-1,96,-1
9223,415201254,0x18BF77E6,-1,-1,-1,96,498
9224,415230041,0x18BFE859,-1,-1,-1,96,-1
9225,415234506,0x18BFF9CA,-1,-1,-1,96,566
9226,415245701,0x18C02585,-1,-1,-1,96,-1
9227,415260237,0x18C05E4D,-1,-1,-1,96,548
9228,415283625,0x18C0B9A9,-1,-1,-1,96,-1
9229,415324733,0x18C15A3D,-1,-1,-1,96,-1
9230,415345593,0x18C1ABB9,-1,-1,-1,96,-1
9231,415379830,0x18C23176,-1,-1,-1,96,-1
9232,415476409,0x18C3AAB9,-1,-1,-1,96,-1
9233,415490403,0x18C3E163,-1,-1,-1,96,570
9234,415507922,0x18C425D2,-1,-1,-1,96,534
9235,415639188,0x18C62694,-1,-1,-1,96,500
9236,415656867,0x18C66BA3,-1,-1,-1,96,459
9237,415784042,0x18C85C6A,-1,-1,-1,96,-1
9238,415797230,0x18C88FEE,-1,-1,-1,96,-1
9239,415802402,0x18C8A422,-1,-1,-1,96,-1
9240,415821097,0x18C8ED29,-1,-1,-1,96,-1
9241,415848330,0x18C9578A,-1,-1,-1,96,-1
9242,415860539,0x18C9873B,-1,-1,-1,96,-1
9243,415890282,0x18C9FB6A,-1,-1,-1,96,-1
9244,415918336,0x18CA6900,-1,-1,-1,96,-1
9245,415926869,0x18CA8A55,-1,-1,-1,96,-1
9246,415935863,0x18CAAD77,-1,-1,-1,96,-1
9247,416048382,0x18CC64FE,-1,-1,-1,96,-1
9248,416078143,0x18CCD93F,-1,-1,-1,96,-1
9249,416150419,0x18CDF393,-1,-1,-1,96,-1
9250,416164789,0x18CE2BB5,-1,-1,-1,96,-1
9251,416185691,0x18CE7D5B,-1,-1,-1,96,-1
9252,416204334,0x18CEC62E,-1,-1,-1,96,-1
9253,416230810,0x18CF2D9A,-1,-1,-1,96,-1
9254,416313229,0x18D06F8D,-1,-1,-1,96,-1
9255,416335246,0x18D0C58E,-1,-1,-1,96,-1
9256,416344614,0x18D0EA26,-1,-1,-1,96,-1
9257,416365399,0x18D13B57,-1,-1,-1,96,418
9258,416371190,0x18D151F6,-1,-1,-1,96,-1
9259,416393279,0x18D1A83F,-1,-1,-1,96,-1
9260,416426769,0x18D22B11,-1,-1,-1,96,-1
9261,416441671,0x18D26547,-1,-1,-1,96,-1
9262,416475877,0x18D2EAE5,-1,-1,-1,96,-1
9263,416514591,0x18D3821F,-1,-1,-1,96,-1
9264,416544100,0x18D3F564,-1,-1,-1,96,-1
9265,416589525,0x18D4A6D5,-1,-1,-1,96,-1
9266,416674727,0x18D5F3A7,-1,-1,-1,96,-1
9267,416705826,0x18D66D22,-1,-1,-1,96,-1
9268,416740776,0x18D6F5A8,-1,-1,-1,96,-1
9269,416773797,0x18D776A5,-1,-1,-1,96,-1
9270,416788083,0x18D7AE73,-1,-1,-1,96,-1
9271,416807752,0x18D7FB48,-1,-1,-1,96,-1
9272,416870888,0x18D8F1E8,-1,-1,-1,96,-1
9273,416883940,0x18D924E4,-1,-1,-1,96,-1
9274,416904194,0x18D97402,-1,-1,-1,96,-1
9275,416920456,0x18D9B388,-1,-1,-1,96,-1
9276,416940531,0x18DA01F3,-1,-1,-1,96,-1
9277,416961848,0x18DA5538,-1,-1,-1,96,-1
9278,417003360,0x18DAF760,-1,-1,-1,96,-1
9279,417051976,0x18DBB548,-1,-1,-1,96,-1
9280,417073924,0x18DC0B04,-1,-1,-1,96,-1
9281,417088108,0x18DC426C,-1,-1,-1,96,-1
9282,417110247,0x18DC98E7,-1,-1,-1,96,-1
9283,417137793,0x18DD0481,-1,-1,-1,96,-1
9284,417183994,0x18DDB8FA,-1,-1,-1,96,-1
9285,417199799,0x18DDF6B7,-1,-1,-1,96,-1
9286,417205691,0x18DE0DBB,-1,-1,-1,96,-1
9287,417221174,0x18DE4A36,-1,-1,-1,96,-1
9288,417322075,0x18DFD45B,-1,-1,-1,96,-1
9289,417357279,0x18E05DDF,-1,-1,-1,96,-1
9290,417424608,0x18E164E0,-1,-1,-1,96,-1
9291,417456740,0x18E1E264,-1,-1,-1,96,-1
9292,417471767,0x18E21D17,-1,-1,-1,96,-1
9293,417604593,0x18E423F1,-1,-1,-1,96,-1
9294,417624623,0x18E4722F,-1,-1,-1,96,-1
9295,417640663,0x18E4B0D7,-1,-1,-1,96,-1
9296,417650362,0x18E4D6BA,-1,-1,-1,96,-1
9297,417664820,0x18E50F34,-1,-1,-1,96,-1
9298,417688530,0x18E56BD2,-1,-1,-1,96,-1
9299,417718898,0x18E5E272,-1,-1,-1,96,-1
9300,417770665,0x18E6ACA9,-1,-1,-1,96,-1
9301,417846009,0x18E7D2F9,-1,-1,-1,96,332
9302,417861644,0x18E8100C,-1,-1,-1,96,-1
9303,417910471,0x18E8CEC7,-1,-1,-1,96,-1
9304,417994736,0x18EA17F0,-1,-1,-1,96,-1
9305,418045786,0x18EADF5A,-1,-1,-1,96,-1
9306,418059905,0x18EB1681,-1,-1,-1,96,565
9307,418076345,0x18EB56B9,-1,-1,-1,96,-1
9308,418090526,0x18EB8E1E,-1,-1,-1,96,-1
9309,418118734,0x18EBFC4E,-1,-1,-1,96,-1
9310,418129702,0x18EC2726,-1,-1,-1,96,522
9311,418135544,0x18EC3DF8,-1,-1,-1,96,-1
9312,418143000,0x18EC5B18,-1,-1,-1,96,-1
9313,418151703,0x18EC7D17,-1,-1,-1,96,546
9314,418157770,0x18EC94CA,-1,-1,-1,96,-1
9315,418175946,0x18ECDBCA,-1,-1,-1,96,-1
9316,418190867,0x18ED1613,-1,-1,-1,96,-1
9317,418261726,0x18EE2ADE,-1,-1,-1,96,494
9318,418341458,0x18EF6252,-1,-1,-1,96,-1
9319,418385062,0x18F00CA6,-1,-1,-1,96,-1
9320,418456412,0x18F1235C,-1,-1,-1,96,-1
9321,418476517,0x18F171E5,-1,-1,-1,96,-1
9322,418489675,0x18F1A54B,-1,-1,-1,96,-1
9323,418543774,0x18F2789E,-1,-1,-1,96,-1
9324,418562535,0x18F2C1E7,-1,-1,-1,96,-1
9325,418608589,0x18F375CD,-1,-1,-1,96,-1
9326,418615950,0x18F3928E,-1,-1,-1,96,-1
9327,418635637,0x18F3DF75,-1,-1,-1,96,-1
9328,418641108,0x18F3F4D4,-1,-1,-1,96,-1
9329,418656228,0x18F42FE4,-1,-1,-1,96,-1
9330,418721880,0x18F53058,-1,-1,-1,96,-1
9331,418773934,0x18F5FBAE,-1,-1,-1,96,-1
9332,418791375,0x18F63FCF,-1,-1,-1,96,-1
9333,418799772,0x18F6609C,-1,-1,-1,96,-1
9334,418815407,0x18F69DAF,-1,-1,-1,96,-1
9335,418897519,0x18F7DE6F,-1,-1,-1,96,-1
9336,418928085,0x18F855D5,-1,-1,-1,96,-1
9337,418949637,0x18F8AA05,-1,-1,-1,96,-1
9338,419022072,0x18F9C4F8,-1,-1,-1,96,-1
9339,419036110,0x18F9FBCE,-1,-1,-1,96,-1
9340,419051482,0x18FA37DA,-1,-1,-1,96,-1
9341,419071036,0x18FA843C,-1,-1,-1,96,-1
9342,419116474,0x18FB35BA,-1,-1,-1,96,-1
9343,419165690,0x18FBF5FA,-1,-1,-1,96,-1
9344,419191449,0x18FC5A99,-1,-1,-1,96,-1
9345,419199950,0x18FC7BCE,-1,-1,-1,96,-1
9346,419229711,0x18FCF00F,-1,-1,-1,96,-1
9347,419268105,0x18FD8609,-1,-1,-1,96,-1
9348,419319398,0x18FE4E66,-1,-1,-1,96,-1
9349,419336234,0x18FE902A,-1,-1,-1,96,-1
9350,419345725,0x18FEB53D,-1,-1,-1,96,-1
9351,419395971,0x18FF7983,-1,-1,-1,96,-1
9352,419414699,0x18FFC2AB,-1,-1,-1,96,-1
9353,419431847,0x190005A7,-1,-1,-1,96,-1
9354,419440531,0x19002793,-1,-1,-1,96,-1
9355,419447875,0x19004443,-1,-1,-1,96,-1
9356,419465061,0x19008765,-1,-1,-1,96,-1
9357,419497673,0x190106C9,-1,-1,-1,96,-1
9358,419513024,0x190142C0,-1,-1,-1,96,-1
9359,419558398,0x1901F3FE,-1,-1,-1,96,-1
9360,419584208,0x190258D0,-1,-1,-1,96,-1
9361,419606047,0x1902AE1F,-1,-1,-1,96,-1
9362,419667771,0x19039F3B,-1,-1,-1,96,-1
9363,419682188,0x1903D78C,-1,-1,-1,96,-1
9364,419696340,0x19040ED4,-1,-1,-1,96,-1
9365,419709680,0x190442F0,-1,-1,-1,96,-1
9366,419732483,0x19049C03,-1,-1,-1,96,-1
9367,419740961,0x1904BD21,-1,-1,-1,96,-1
9368,419747887,0x1904D82F,-1,-1,-1,96,-1
9369,419761103,0x19050BCF,-1,-1,-1,96,-1
9370,419772048,0x19053690,-1,-1,-1,96,-1
9371,419810640,0x1905CD50,-1,-1,-1,96,-1
9372,419863624,0x19069C48,-1,-1,-1,96,-1
9373,419906214,0x190742A6,-1,-1,-1,96,-1
9374,419914992,0x190764F0,-1,-1,-1,96,-1
9375,419939739,0x1907C59B,-1,-1,-1,96,-1
9376,419967359,0x1908317F,-1,-1,-1,96,-1
9377,419978179,0x19085BC3,-1,-1,-1,96,-1
9378,420012082,0x1908E032,-1,-1,-1,96,-1
9379,420080254,0x1909EA7E,-1,-1,-1,96,-1
9380,420105633,0x190A4DA1,-1,-1,-1,96,-1
9381,420161845,0x190B2935,-1,-1,-1,96,-1
9382,420173865,0x190B5829,-1,-1,-1,96,553
9383,420187877,0x190B8EE5,-1,-1,-1,96,-1
9384,420290311,0x190D1F07,-1,-1,-1,96,-1
9385,420307109,0x190D60A5,-1,-1,-1,96,-1
9386,420321762,0x190D99E2,-1,-1,-1,96,-1
9387,420340884,0x190DE494,-1,-1,-1,96,-1
9388,420355914,0x190E1F4A,-1,-1,-1,96,-1
9389,420369241,0x190E5359,-1,-1,-1,96,-1
9390,420484453,0x19101565,-1,-1,-1,96,-1
9391,420510136,0x191079B8,-1,-1,-1,96,-1
9392,420526155,0x1910B84B,-1,-1,-1,96,-1
9393,420576892,0x19117E7C,-1,-1,-1,96,-1
9394,420582779,0x1911957B,-1,-1,-1,96,-1
9395,420606906,0x1911F3BA,-1,-1,-1,96,-1
9396,420623472,0x19123470,-1,-1,-1,96,-1
9397,420704111,0x19136F6F,-1,-1,-1,96,-1
9398,420739340,0x1913F90C,-1,-1,-1,96,-1
9399,420860477,0x1915D23D,-1,-1,-1,96,-1
9400,420888035,0x19163DE3,-1,-1,-1,96,-1
9401,420954886,0x19174306,-1,-1,-1,96,-1
9402,420969378,0x19177BA2,-1,-1,-1,96,-1
9403,420985749,0x1917BB95,-1,-1,-1,96,-1
9404,421069893,0x19190445,-1,-1,-1,96,-1
9405,421083218,0x19193852,-1,-1,-1,96,-1
9406,421095977,0x19196A29,-1,-1,-1,96,-1
9407,421133968,0x1919FE90,-1,-1,-1,96,-1
9408,421141964,0x191A1DCC,-1,-1,-1,96,-1
9409,421150173,0x191A3DDD,-1,-1,-1,96,-1
9410,421225738,0x191B650A,-1,-1,-1,96,-1
9411,421232379,0x191B7EFB,-1,-1,-1,96,-1
9412,421243527,0x191BAA87,-1,-1,-1,96,-1
9413,421249871,0x191BC34F,-1,-1,-1,96,-1
9414,421281762,0x191C3FE2,-1,-1,-1,96,418
9415,421292448,0x191C69A0,-1,-1,-1,96,-1
9416,421299093,0x191C8395,-1,-1,-1,96,452
9417,421328374,0x191CF5F6,-1,-1,-1,96,-1
9418,421339866,0x191D22DA,-1,-1,-1,96,-1
9419,421351669,0x191D50F5,-1,-1,-1,96,-1
9420,421388661,0x191DE175,-1,-1,-1,96,-1
9421,421406831,0x191E286F,-1,-1,-1,96,-1
9422,421413642,0x191E430A,-1,-1,-1,96,581
9423,421430989,0x191E86CD,-1,-1,-1,96,-1
9424,421441158,0x191EAE86,-1,-1,-1,96,-1
9425,421446801,0x191EC491,-1,-1,-1,96,-1
9426,421473016,0x191F2AF8,-1,-1,-1,96,-1
9427,421479902,0x191F45DE,-1,-1,-1,96,-1
9428,421515505,0x191FD0F1,-1,-1,-1,96,-1
9429,421537415,0x19202687,-1,-1,-1,96,-1
9430,421632475,0x192199DB,-1,-1,-1,96,-1
9431,421645115,0x1921CB3B,-1,-1,-1,96,-1
9432,421652232,0x1921E708,-1,-1,-1,96,578
9433,421688724,0x19227594,-1,-1,-1,96,-1
9434,421704056,0x1922B178,-1,-1,-1,96,549
9435,421710499,0x1922CAA3,-1,-1,-1,96,-1
9436,421749272,0x19236218,-1,-1,-1,96,-1
9437,421774599,0x1923C507,-1,-1,-1,96,-1
9438,421797198,0x19241D4E,-1,-1,-1,96,-1
9439,421815882,0x1924664A,-1,-1,-1,96,-1
9440,421859724,0x1925118C,-1,-1,-1,96,-1
9441,421875289,0x19254E59,-1,-1,-1,96,527
9442,421894415,0x1925990F,-1,-1,-1,96,542
9443,421908871,0x1925D187,-1,-1,-1,96,549
9444,421921694,0x1926039E,-1,-1,-1,96,-1
9445,421957831,0x192690C7,-1,-1,-1,96,-1
9446,421977280,0x1926DCC0,-1,-1,-1,96,-1
9447,422010534,0x19275EA6,-1,-1,-1,96,-1
9448,422024546,0x19279562,-1,-1,-1,96,-1
9449,422069348,0x19284464,-1,-1,-1,96,-1
9450,422106776,0x1928D698,-1,-1,-1,96,-1
9451,422120474,0x19290C1A,-1,-1,-1,96,-1
9452,422142443,0x192961EB,-1,-1,-1,96,-1
9453,422175265,0x1929E221,-1,-1,-1,96,-1
9454,422187569,0x192A1231,-1,-1,-1,96,-1
9455,422201591,0x192A48F7,-1,-1,-1,96,-1
9456,422206760,0x192A5D28,-1,-1,-1,96,547
9457,422249749,0x192B0515,-1,-1,-1,96,-1
9458,422255879,0x192B1D07,-1,-1,-1,96,-1
9459,422273061,0x192B6025,-1,-1,-1,96,-1
9460,422298940,0x192BC53C,-1,-1,-1,96,-1
9461,422362327,0x192CBCD7,-1,-1,-1,96,-1
9462,422378177,0x192CFAC1,-1,-1,-1,96,-1
9463,422409121,0x192D73A1,-1,-1,-1,96,-1
9464,422470703,0x192E642F,-1,-1,-1,96,-1
9465,422508182,0x192EF696,-1,-1,-1,96,-1
9466,422539504,0x192F70F0,-1,-1,-1,96,-1
9467,422549273,0x192F9719,-1,-1,-1,96,-1
9468,422591851,0x19303D6B,-1,-1,-1,96,-1
9469,422601103,0x1930618F,-1,-1,-1,96,-1
9470,422618127,0x1930A40F,-1,-1,-1,96,-1
9471,422634335,0x1930E35F,-1,-1,-1,96,538
9472,422660128,0x19314820,-1,-1,-1,96,-1
9473,422681280,0x19319AC0,-1,-1,-1,96,-1
9474,422736260,0x19327184,-1,-1,-1,96,-1
9475,422766519,0x1932E7B7,-1,-1,-1,96,-1
9476,422830165,0x1933E055,-1,-1,-1,96,-1
9477,422849480,0x19342BC8,-1,-1,-1,96,-1
9478,422866277,0x19346D65,-1,-1,-1,96,-1
9479,422884391,0x1934B427,-1,-1,-1,96,-1
9480,422981381,0x19362F05,-1,-1,-1,96,-1
9481,423001007,0x19367BAF,-1,-1,-1,96,-1
9482,423007368,0x19369488,-1,-1,-1,96,-1
9483,423018155,0x1936BEAB,-1,-1,-1,96,-1
9484,423057646,0x193758EE,-1,-1,-1,96,-1
9485,423146559,0x1938B43F,-1,-1,-1,96,-1
9486,423162672,0x1938F330,-1,-1,-1,96,404
9487,423184269,0x1939478D,-1,-1,-1,96,-1
9488,423277629,0x193AB43D,-1,-1,-1,96,-1
9489,423299396,0x193B0944,-1,-1,-1,96,-1
9490,423325984,0x193B7120,-1,-1,-1,96,-1
9491,423332243,0x193B8993,-1,-1,-1,96,-1
9492,423347515,0x193BC53B,-1,-1,-1,96,-1
9493,423366381,0x193C0EED,-1,-1,-1,96,-1
9494,423388750,0x193C664E,-1,-1,-1,96,-1
9495,423450430,0x193D573E,-1,-1,-1,96,-1
9496,423470778,0x193DA6BA,-1,-1,-1,96,-1
9497,423561964,0x193F0AEC,-1,-1,-1,96,-1
9498,423579046,0x193F4DA6,-1,-1,-1,96,-1
9499,423601146,0x193FA3FA,-1,-1,-1,96,-1
9500,423806883,0x1942C7A3,-1,-1,-1,96,-1
9501,423915960,0x194471B8,-1,-1,-1,96,-1
9502,423973140,0x19455114,-1,-1,-1,96,-1
9503,424023275,0x194614EB,-1,-1,-1,96,-1
9504,424072748,0x1946D62C,-1,-1,-1,96,-1
9505,424088219,0x1947129B,-1,-1,-1,96,-1
9506,424113212,0x1947743C,-1,-1,-1,96,-1
9507,424132133,0x1947BE25,-1,-1,-1,96,-1
9508,424178750,0x1948743E,-1,-1,-1,96,-1
9509,424186777,0x19489399,-1,-1,-1,96,-1
9510,424214521,0x1948FFF9,-1,-1,-1,96,-1
9511,424222100,0x19491D94,-1,-1,-1,96,-1
9512,424230583,0x19493EB7,-1,-1,-1,96,-1
9513,424237584,0x19495A10,-1,-1,-1,96,-1
9514,424281367,0x194A0517,-1,-1,-1,96,-1
9515,424287135,0x194A1B9F,-1,-1,-1,96,-1
9516,424318588,0x194A967C,-1,-1,-1,96,544
9517,424353924,0x194B2084,-1,-1,-1,96,-1
9518,424370705,0x194B6211,-1,-1,-1,96,-1
9519,424420106,0x194C230A,-1,-1,-1,96,-1
9520,424486942,0x194D281E,-1,-1,-1,96,-1
9521,424500677,0x194D5DC5,-1,-1,-1,96,456
9522,424560779,0x194E488B,-1,-1,-1,96,-1
